id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
P11-1067,0.0,0.0,0.0,proceedings of the 49th annual meeting of the association for computational linguistics,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics
S12-1080,0.0,0.0,0.0,first joint conference on lexical and computational semantics (*sem),semeval,semeval,first joint conference on lexical and computational semantics (*sem)
D07-1100,0.0,0.0,0.0,proceedings of the conll shared task session of emnlp-conll,2007 joint conference on empirical methods in natural language processing and computational natural language learning (emnlp-conll),2007 joint conference on empirical methods in natural language processing and computational natural language learning (emnlp-conll),proceedings of the conll shared task session of emnlp-conll
L08-1161,0.0,0.0,0.0,references adjectives in germanet,lrec,lrec,references adjectives in germanet
W05-0307,0.0,0.0,0.0,proceedings of the workshop on frontiers in corpus annotation ii: pie in the sky,workshop on frontiers in corpus annotations ii: pie in the sky,workshop on frontiers in corpus annotations ii: pie in the sky,proceedings of the workshop on frontiers in corpus annotation ii: pie in the sky
W04-0856,0.0,0.0,0.0,international journal of super- computer applications,senseval international workshop on the evaluation of systems for the semantic analysis of text,senseval international workshop on the evaluation of systems for the semantic analysis of text,international journal of super- computer applications
W97-1405,0.0,0.0,0.0,natural language understanding,workshop on referring phenomena in a multimedia context and their computational treatment,workshop on referring phenomena in a multimedia context and their computational treatment,natural language understanding
P13-2047,0.0,0.0,0.0,proceedings of the 51st annual meeting of the association for computational linguistics,acl,acl,proceedings of the 51st annual meeting of the association for computational linguistics
W13-1303,0.0,0.0,0.0,proceedings of the naacl hlt workshop on vision and language (wvl '13),wvl,wvl,proceedings of the naacl hlt workshop on vision and language (wvl '13)
W09-2421,0.0,0.0,0.0,proceedings of the naacl hlt workshop on semantic evaluations: recent achievements and future directions,proceedings of the workshop on semantic evaluations: recent achievements and future directions (sew-2009),proceedings of the workshop on semantic evaluations: recent achievements and future directions (sew-2009),proceedings of the naacl hlt workshop on semantic evaluations: recent achievements and future directions
D07-1127,0.0,0.0,0.0,proceedings of the conll shared task session of emnlp-conll,2007 joint conference on empirical methods in natural language processing and computational natural language learning (emnlp-conll),2007 joint conference on empirical methods in natural language processing and computational natural language learning (emnlp-conll),proceedings of the conll shared task session of emnlp-conll
P11-3018,0.0,0.0,0.0,proceedings of the acl-hlt 2011 student session,proceedings of the acl 2011 student session,proceedings of the acl 2011 student session,proceedings of the acl-hlt 2011 student session
P13-2036,0.0,0.0,0.0,proceedings of the 51st annual meeting of the association for computational linguistics,acl,acl,proceedings of the 51st annual meeting of the association for computational linguistics
P09-2002,0.0,0.0,0.0,acl and afnlp,acl-ijcnlp: short papers,acl-ijcnlp: short papers,acl and afnlp
W09-3535,0.0,0.0,0.0,acl and afnlp,proceedings of the 2009 named entities workshop: shared task on transliteration (news 2009),proceedings of the 2009 named entities workshop: shared task on transliteration (news 2009),acl and afnlp
W12-0304,0.0,0.0,0.0,proceedings of the eacl 2012 workshop on computational linguistics and writing,proceedings of the second workshop on computational linguistics and writing (clw 2012): linguistic and cognitive aspects of document creation and document engineering,proceedings of the second workshop on computational linguistics and writing (clw 2012): linguistic and cognitive aspects of document creation and document engineering,proceedings of the eacl 2012 workshop on computational linguistics and writing
P85-1021,-1,0.0,-1,,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,
P11-2097,0.0,0.0,0.0,proceedings of the 49th annual meeting of the association for computational linguistics:shortpapers,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics:shortpapers
P12-1056,0.0,0.0,0.0,proceedings of the 50th annual meeting of the association for computational linguistics,acl,acl,proceedings of the 50th annual meeting of the association for computational linguistics
C10-2145,0.0,0.0,0.0,coling 2010: poster volume,coling - posters,coling - posters,coling 2010: poster volume
W10-2316,0.0,0.0,0.0,proceedings of the 2010 workshop on graph-based methods for natural language processing, acl 2010,proceedings of textgraphs-5 - 2010 workshop on graph-based methods for natural language processing,proceedings of textgraphs-5 - 2010 workshop on graph-based methods for natural language processing,proceedings of the 2010 workshop on graph-based methods for natural language processing, acl 2010
W12-1643,0.0,0.0,0.0,proceedings of the 13th annual meeting of the special interest group on discourse and dialogue (sigdial),proceedings of the 13th annual meeting of the special interest group on discourse and dialogue,proceedings of the 13th annual meeting of the special interest group on discourse and dialogue,proceedings of the 13th annual meeting of the special interest group on discourse and dialogue (sigdial)
W99-0605,0.0,0.0,0.0,pro- ceedings of the 21th annual international acm sigir conference on research and development in information retrieval,joint sigdat conference on empirical methods in natural language processing and very large corpora,joint sigdat conference on empirical methods in natural language processing and very large corpora,pro- ceedings of the 21th annual international acm sigir conference on research and development in information retrieval
W12-3903,1.0,1.0,1.0,,,proceedings of the first workshop on multilingual modeling,proceedings of the first workshop on multilingual modeling
W12-2023,0.0,0.0,0.0,hoo: helping our own in the proceedings of the 13 th european work- shop on natural language generation (enlg),proceedings of the seventh workshop on building educational applications using nlp,proceedings of the seventh workshop on building educational applications using nlp,hoo: helping our own in the proceedings of the 13 th european work- shop on natural language generation (enlg)
C88-1063,-1,0.0,-1,,international conference on computational linguistics,international conference on computational linguistics,
W07-2030,0.0,0.0,0.0,proceedings of the 4th international workshop on semantic evaluations,fourth international workshop on semantic evaluations (semeval-2007),fourth international workshop on semantic evaluations (semeval-2007),proceedings of the 4th international workshop on semantic evaluations
I08-3006,0.0,0.0,0.0,proceedings of the ijcnlp-08 workshop on nlp for less privileged languages asian federation of natural language processing,proceedings of the ijcnlp-08 workshop on nlp for less privileged languages,proceedings of the ijcnlp-08 workshop on nlp for less privileged languages,proceedings of the ijcnlp-08 workshop on nlp for less privileged languages asian federation of natural language processing
P01-1020,0.0,0.0,0.0,proceedings of the 36 th annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,proceedings of the 36 th annual meeting of the association for computational linguistics
W09-3908,0.0,0.0,0.0,proceedings of sigdial 2009: the 10th annual meeting of the special interest group in discourse and dialogue,proceedings of the sigdial 2009 conference,proceedings of the sigdial 2009 conference,proceedings of sigdial 2009: the 10th annual meeting of the special interest group in discourse and dialogue
E12-1050,0.0,0.0,0.0,proceedings of the 13th conference of the european chapter of the association for computational linguistics,eacl,eacl,proceedings of the 13th conference of the european chapter of the association for computational linguistics
W06-0802,0.0,0.0,0.0,proceedings of the workshop on how can computational linguistics improve information retrieval,workshop on how can computational linguistics improve information retrieval?,workshop on how can computational linguistics improve information retrieval?,proceedings of the workshop on how can computational linguistics improve information retrieval
C90-1006,0.0,0.0,0.0,logic programming, proe. of the fifth international conference and symposium,international conference on computational linguistics,international conference on computational linguistics,logic programming, proe. of the fifth international conference and symposium
D09-1107,0.0,0.0,0.0,acl and afnlp,emnlp,emnlp,acl and afnlp
P09-1074,0.0,0.0,0.0,proceedings of the 47th annual meeting of the acl and the 4th ijcnlp of the afnlp,acl-ijcnlp,acl-ijcnlp,proceedings of the 47th annual meeting of the acl and the 4th ijcnlp of the afnlp
W10-4358,0.0,0.0,0.0,proceedings of sigdial 2010: the 11th annual meeting of the special interest group on discourse and dialogue,proceedings of the sigdial 2010 conference,proceedings of the sigdial 2010 conference,proceedings of sigdial 2010: the 11th annual meeting of the special interest group on discourse and dialogue
C80-1038,0.0,0.0,0.0,proc. ncc pp,international conference on computational linguistics,international conference on computational linguistics,proc. ncc pp
P07-1002,0.0,0.0,0.0,proceedings of the 45th annual meeting of the association of computational linguistics,45th annual meeting of the association of computational linguistics,45th annual meeting of the association of computational linguistics,proceedings of the 45th annual meeting of the association of computational linguistics
P10-2025,1.0,1.0,1.0,,,proceedings of the acl 2010 conference short papers,proceedings of the acl 2010 conference short papers
W12-2422,0.0,0.0,0.0,proceedings of the 2012 workshop on biomedical natural language processing,bionlp: proceedings of the 2012 workshop on biomedical natural language processing,bionlp: proceedings of the 2012 workshop on biomedical natural language processing,proceedings of the 2012 workshop on biomedical natural language processing
W09-3003,0.0,0.0,0.0,acl and afnlp,proceedings of the third linguistic annotation workshop (law iii),proceedings of the third linguistic annotation workshop (law iii),acl and afnlp
H94-1013,0.0,0.0,0.0,adaptive statistical language modeling: a maximum enlropy approach,human language technology conference,human language technology conference,adaptive statistical language modeling: a maximum enlropy approach
J02-1004,1.0,1.0,1.0,,,computational linguistics,computational linguistics
W12-1013,0.0,0.0,0.0,social sciences, and humanities,proceedings of the 6th workshop on language technology for cultural heritage, social sciences, and humanities,proceedings of the 6th workshop on language technology for cultural heritage, social sciences, and humanities,social sciences, and humanities
W03-0414,0.0,0.0,0.0,computational lin- guistics,conference on computational natural language learning conll,conference on computational natural language learning conll,computational lin- guistics
W06-1638,0.0,0.0,0.0,proceedings of the 2006 conference on empirical methods in natural language processing,conference on empirical methods in natural language processing,conference on empirical methods in natural language processing,proceedings of the 2006 conference on empirical methods in natural language processing
P11-1056,0.0,0.0,0.0,proceedings of the 49th annual meeting of the association for computational linguistics,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics
P08-1069,0.0,0.0,0.0,jour- nal of computer and system sciences,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,jour- nal of computer and system sciences
W09-1703,0.0,0.0,0.0,proceedings of the naacl hlt workshop on unsupervised and minimally supervised learning of lexical semantics,proceedings of the workshop on unsupervised and minimally supervised learning of lexical semantics,proceedings of the workshop on unsupervised and minimally supervised learning of lexical semantics,proceedings of the naacl hlt workshop on unsupervised and minimally supervised learning of lexical semantics
H92-1042,0.0,0.0,0.0,proceedings of the fourteenth annual symposium on com- puter applications in medical care,workshop on speech and natural language,workshop on speech and natural language,proceedings of the fourteenth annual symposium on com- puter applications in medical care
P01-1014,0.0,0.0,0.0,proceedings of acl,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,proceedings of acl
N10-1128,0.0,0.0,0.0,proceedings of acl-hlt,human language technologies: the 2010 annual conference of the north american chapter of the association for computational linguistics,human language technologies: the 2010 annual conference of the north american chapter of the association for computational linguistics,proceedings of acl-hlt
W03-0425,0.0,0.0,0.0,com- putational linguistics,conference on computational natural language learning conll,conference on computational natural language learning conll,com- putational linguistics
W05-1206,0.0,0.0,0.0,proceedings of the acl workshop on empirical modeling of semantic equivalence and entailment,workshop on empirical modeling of semantic equivalence and entailment,workshop on empirical modeling of semantic equivalence and entailment,proceedings of the acl workshop on empirical modeling of semantic equivalence and entailment
A97-1001,0.0,0.0,0.0,work- ing notes, aaai spring symposium series, soft- ware agents,applied natural language processing conference,applied natural language processing conference,work- ing notes, aaai spring symposium series, soft- ware agents
W05-0708,0.0,0.0,0.0,proceedings of the acl workshop on computational approaches to semitic languages,workshop on computational approaches to semitic languages,workshop on computational approaches to semitic languages,proceedings of the acl workshop on computational approaches to semitic languages
W10-0725,0.0,0.0,0.0,proceedings of the naacl hlt,proceedings of the naacl hlt 2010 workshop on creating speech and language data with amazon’s mechanical turk,proceedings of the naacl hlt 2010 workshop on creating speech and language data with amazon’s mechanical turk,proceedings of the naacl hlt
W03-1016,0.0,0.0,0.0,nat. conf. on artificial intelligence,conference on empirical methods in natural language processing,conference on empirical methods in natural language processing,nat. conf. on artificial intelligence
W09-3840,0.0,0.0,0.0,proceedings of the 11th international conference on parsing technologies (iwpt),proceedings of the 11th international conference on parsing technologies (iwpt’09),proceedings of the 11th international conference on parsing technologies (iwpt’09),proceedings of the 11th international conference on parsing technologies (iwpt)
D11-1037,0.0,0.0,0.0,proceedings of the 2011 conference on empirical methods in natural language processing,emnlp,emnlp,proceedings of the 2011 conference on empirical methods in natural language processing
E09-1006,0.0,0.0,0.0,proceedings of the 12th conference of the european chapter of the acl,eacl,eacl,proceedings of the 12th conference of the european chapter of the acl
N10-1058,0.0,0.0,0.0,proc. of conll,human language technologies: the 2010 annual conference of the north american chapter of the association for computational linguistics,human language technologies: the 2010 annual conference of the north american chapter of the association for computational linguistics,proc. of conll
P02-1025,0.0,0.0,0.0,computational linguistics,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,computational linguistics
H90-1018,0.0,0.0,0.0,references,workshop on speech and natural language,workshop on speech and natural language,references
W05-0204,0.0,0.0,0.0,proceedings of the 2nd workshop on building educational applications using nlp,workshop on building educational applications using nlp,workshop on building educational applications using nlp,proceedings of the 2nd workshop on building educational applications using nlp
N09-2012,0.0,0.0,0.0,proceedings of naacl hlt 2009: short papers,hlt-naacl, companion volume: short papers,hlt-naacl, companion volume: short papers,proceedings of naacl hlt 2009: short papers
W11-2013,0.0,0.0,0.0,proceedings of the sigdial 2011: the 12th annual meeting of the special interest group on discourse and dialogue,proceedings of the sigdial 2011 conference,proceedings of the sigdial 2011 conference,proceedings of the sigdial 2011: the 12th annual meeting of the special interest group on discourse and dialogue
W04-3253,-1,0.0,-1,,sigdat conference on empirical methods in natural language processing,sigdat conference on empirical methods in natural language processing,
P03-1004,0.0,0.0,0.0,ieee transactions on software engineering,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,ieee transactions on software engineering
P13-2029,0.0,0.0,0.0,proceedings of the 51st annual meeting of the association for computational linguistics,acl,acl,proceedings of the 51st annual meeting of the association for computational linguistics
C04-1146,0.0,0.0,0.0,pro- ceedings of the acl-2003 workshop on multiword expressions,international conference on computational linguistics,international conference on computational linguistics,pro- ceedings of the acl-2003 workshop on multiword expressions
W12-1915,-1,0.0,-1,,proceedings of the naacl-hlt workshop on the induction of linguistic structure,proceedings of the naacl-hlt workshop on the induction of linguistic structure,
W13-4026,0.0,0.0,0.0,proceedings of the sigdial 2013 conference,sigdial,sigdial,proceedings of the sigdial 2013 conference
L08-1397,-1,0.0,-1,,lrec,lrec,
W13-2109,0.0,0.0,0.0,proceedings of the 14th european workshop on natural language generation,enlg,enlg,proceedings of the 14th european workshop on natural language generation
C10-1069,0.0,0.0,0.0,proceedings of the 23rd international conference on computational linguistics,coling,coling,proceedings of the 23rd international conference on computational linguistics
W02-1113,0.0,0.0,0.0,ijcai,workshop on semanet: building and using semantic networks,workshop on semanet: building and using semantic networks,ijcai
W02-1713,0.0,0.0,0.0,apache xml project website,workshop on nlp and xml nlpxml,workshop on nlp and xml nlpxml,apache xml project website
W07-1701,0.0,0.0,0.0,balto-slavonic natural language processing,workshop on balto-slavonic natural language processing,workshop on balto-slavonic natural language processing,balto-slavonic natural language processing
E85-1035,-1,0.0,-1,,conference of the european association for computational linguistics,conference of the european association for computational linguistics,
P98-1042,0.0,0.0,0.0,p9th annual meeting of the association for computational linguistics,coling-acl,coling-acl,p9th annual meeting of the association for computational linguistics
E12-1033,0.0,0.0,0.0,proceedings of the 13th conference of the european chapter of the association for computational linguistics,eacl,eacl,proceedings of the 13th conference of the european chapter of the association for computational linguistics
P08-2028,0.0,0.0,0.0,proceedings of acl-08: hlt, short papers (companion volume),annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,proceedings of acl-08: hlt, short papers (companion volume)
W10-3217,0.0,0.0,0.0,proceedings of the 8th workshop on asian language resources asian federation for natural language processing,proceedings of the eighth workshop on asian language resouces,proceedings of the eighth workshop on asian language resouces,proceedings of the 8th workshop on asian language resources asian federation for natural language processing
C65-1020,0.0,0.0,0.0,chapter mechanical transla- tio.___~n,international conference on computational linguistics,international conference on computational linguistics,chapter mechanical transla- tio.___~n
W10-0606,1.0,1.0,1.0,,,proceedings of the naacl hlt 2010 first workshop on computational neurolinguistics,proceedings of the naacl hlt 2010 first workshop on computational neurolinguistics
W00-1317,0.0,0.0,0.0,ma- chine learning journal,joint sigdat conference on empirical methods in natural language processing and very large corpora,joint sigdat conference on empirical methods in natural language processing and very large corpora,ma- chine learning journal
D12-1128,0.0,0.0,0.0,proceedings of the 2012 joint conference on empirical methods in natural language processing and computational natural language learning,emnlp,emnlp,proceedings of the 2012 joint conference on empirical methods in natural language processing and computational natural language learning
W11-1103,0.0,0.0,0.0,proceedings of the textgraphs-6 workshop,proceedings of textgraphs-6: graph-based methods for natural language processing,proceedings of textgraphs-6: graph-based methods for natural language processing,proceedings of the textgraphs-6 workshop
C90-3080,0.0,0.0,0.0,prop documentation. computational linguistics program,international conference on computational linguistics,international conference on computational linguistics,prop documentation. computational linguistics program
D13-1175,0.0,0.0,0.0,proceedings of the 2013 conference on empirical methods in natural language processing,emnlp,emnlp,proceedings of the 2013 conference on empirical methods in natural language processing
W09-1108,0.0,0.0,0.0,proceedings of the thirteenth conference on computational natural language learning (conll),conll,conll,proceedings of the thirteenth conference on computational natural language learning (conll)
P07-1027,0.0,0.0,0.0,proceedings of the 45th annual meeting of the association of computational linguistics,45th annual meeting of the association of computational linguistics,45th annual meeting of the association of computational linguistics,proceedings of the 45th annual meeting of the association of computational linguistics
P09-1011,0.0,0.0,0.0,proceedings of the 47th annual meeting of the acl and the 4th ijcnlp of the afnlp,acl-ijcnlp,acl-ijcnlp,proceedings of the 47th annual meeting of the acl and the 4th ijcnlp of the afnlp
P10-1151,0.0,0.0,0.0,proceedings of the 48th annual meeting of the association for computational linguistics,acl,acl,proceedings of the 48th annual meeting of the association for computational linguistics
C02-1023,0.0,0.0,0.0,zeichen- systeme der visuellen kommunikation,international conference on computational linguistics,international conference on computational linguistics,zeichen- systeme der visuellen kommunikation
W96-0111,0.0,0.0,0.0,speech communication papers presented at the 97th meeting of the,workshop on very large corpora,workshop on very large corpora,speech communication papers presented at the 97th meeting of the
W00-0103,0.0,0.0,0.0,linguistics,workshop on syntactic and semantic complexity in natural language processing systems,workshop on syntactic and semantic complexity in natural language processing systems,linguistics
D10-1008,0.0,0.0,0.0,proceedings of the 2010 conference on empirical methods in natural language processing,emnlp,emnlp,proceedings of the 2010 conference on empirical methods in natural language processing
W02-2009,0.0,0.0,0.0,elements of information theory,conference on computational natural language learning conll,conference on computational natural language learning conll,elements of information theory
N10-1021,0.0,0.0,0.0,proceedings of topic detection and tracking workshop,human language technologies: the 2010 annual conference of the north american chapter of the association for computational linguistics,human language technologies: the 2010 annual conference of the north american chapter of the association for computational linguistics,proceedings of topic detection and tracking workshop
W05-0824,0.0,0.0,0.0,proceedings of the acl workshop on building and using parallel texts,workshop on building and using parallel texts,workshop on building and using parallel texts,proceedings of the acl workshop on building and using parallel texts
D09-1139,0.0,0.0,0.0,acl and afnlp,emnlp,emnlp,acl and afnlp
C90-1013,0.0,0.0,0.0,theoretical computer science,international conference on computational linguistics,international conference on computational linguistics,theoretical computer science
N10-3007,1.0,1.0,1.0,,,proceedings of the naacl hlt 2010 student research workshop,proceedings of the naacl hlt 2010 student research workshop
E09-1018,0.0,0.0,0.0,proceedings of the 12th conference of the european chapter of the acl,eacl,eacl,proceedings of the 12th conference of the european chapter of the acl
W98-0608,0.0,0.0,0.0,heim, i. the semantic of definite and in- definite noun phrases,workshop on the computational treatment of nominals,workshop on the computational treatment of nominals,heim, i. the semantic of definite and in- definite noun phrases
W06-3201,0.0,0.0,0.0,proceedings of the eighth meeting of the acl special interest group on computational phonology at hlt-naacl 2006,meeting of the acl special interest group on computational phonology and morphology,meeting of the acl special interest group on computational phonology and morphology,proceedings of the eighth meeting of the acl special interest group on computational phonology at hlt-naacl 2006
E06-1026,0.0,0.0,0.0,aaai spring symposium on exploring attitude and affect in text: theories and applications,conference of the european association for computational linguistics,conference of the european association for computational linguistics,aaai spring symposium on exploring attitude and affect in text: theories and applications
P09-4003,0.0,0.0,0.0,acl and afnlp,acl-ijcnlp: software demos,acl-ijcnlp: software demos,acl and afnlp
P10-1128,0.0,0.0,0.0,proceedings of the 48th annual meeting of the association for computational linguistics,acl,acl,proceedings of the 48th annual meeting of the association for computational linguistics
W03-1718,0.0,0.0,0.0,computational linguistics,sighan workshop on chinese language processing,sighan workshop on chinese language processing,computational linguistics
W06-0125,0.0,0.0,0.0,proceedings of the fifth sighan workshop on chinese language processing,sighan workshop on chinese language processing,sighan workshop on chinese language processing,proceedings of the fifth sighan workshop on chinese language processing
N13-1094,0.0,0.0,0.0,proceedings of naacl-hlt 2013,naacl,naacl,proceedings of naacl-hlt 2013
W04-0209,0.0,0.0,0.0,4th inter- national workshop on linguistically interpreted corpora (linc03), eacl03,workshop on discourse annotation,workshop on discourse annotation,4th inter- national workshop on linguistically interpreted corpora (linc03), eacl03
H05-1010,0.0,0.0,0.0,proceedings of human language technology conference and conference on empirical methods in natural language processing,human language technology conference and empirical methods in natural language processing,human language technology conference and empirical methods in natural language processing,proceedings of human language technology conference and conference on empirical methods in natural language processing
W10-4229,0.0,0.0,0.0,grec named entity generation challenge,proceedings of the international natural language generation conference,proceedings of the international natural language generation conference,grec named entity generation challenge
H93-1040,0.0,0.0,0.0,the lingstat japanese- english mat system,human language technology conference,human language technology conference,the lingstat japanese- english mat system
D10-1048,0.0,0.0,0.0,proceedings of the 2010 conference on empirical methods in natural language processing,emnlp,emnlp,proceedings of the 2010 conference on empirical methods in natural language processing
I05-3024,0.0,0.0,0.0,chinese word segmentation using minimal linguistic knowledge,proceedings of the fourth sighan workshop on chinese language processing,proceedings of the fourth sighan workshop on chinese language processing,chinese word segmentation using minimal linguistic knowledge
P13-1113,0.0,0.0,0.0,proceedings of the 51st annual meeting of the association for computational linguistics,acl,acl,proceedings of the 51st annual meeting of the association for computational linguistics
P09-3006,0.0,0.0,0.0,acl and afnlp,acl-ijcnlp: student research workshop papers,acl-ijcnlp: student research workshop papers,acl and afnlp
C10-1020,0.0,0.0,0.0,proceedings of the 23rd international conference on computational linguistics,coling,coling,proceedings of the 23rd international conference on computational linguistics
D13-1138,0.0,0.0,0.0,proceedings of the 2013 conference on empirical methods in natural language processing,emnlp,emnlp,proceedings of the 2013 conference on empirical methods in natural language processing
E99-1004,0.0,0.0,0.0,proceedings of the 34 th annual meeting of the acl,conference of the european association for computational linguistics,conference of the european association for computational linguistics,proceedings of the 34 th annual meeting of the acl
W06-3503,0.0,0.0,0.0,proceedings of the 3rd workshop on scalable natural language understanding,workshop on scalable natural language understanding,workshop on scalable natural language understanding,proceedings of the 3rd workshop on scalable natural language understanding
E06-1050,0.0,0.0,0.0,computational linguistics,conference of the european association for computational linguistics,conference of the european association for computational linguistics,computational linguistics
W97-0506,0.0,0.0,0.0,communications of the acm,workshop on natural language processing for communication aids,workshop on natural language processing for communication aids,communications of the acm
W13-1108,0.0,0.0,0.0,proceedings of the workshop on language in social media,lasm,lasm,proceedings of the workshop on language in social media
W06-2202,0.0,0.0,0.0,snow user's guide,workshop on adaptive text extraction and mining atem,workshop on adaptive text extraction and mining atem,snow user's guide
P10-2010,1.0,1.0,1.0,,,proceedings of the acl 2010 conference short papers,proceedings of the acl 2010 conference short papers
W07-0305,0.0,0.0,0.0,bridging the gap: academic and industrial research in dialog technologies workshop proceedings,workshop on bridging the gap: academic and industrial research in dialog technologies,workshop on bridging the gap: academic and industrial research in dialog technologies,bridging the gap: academic and industrial research in dialog technologies workshop proceedings
W13-1736,0.0,0.0,0.0,proceedings of the eighth workshop on innovative use of nlp for building educational applications,bea,bea,proceedings of the eighth workshop on innovative use of nlp for building educational applications
P03-1069,0.0,0.0,0.0,logics of conver- sation information fusion for multi- document summarization,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,logics of conver- sation information fusion for multi- document summarization
I08-1033,0.0,0.0,0.0,proceedings of acl 2006,proceedings of the third international joint conference on natural language processing,proceedings of the third international joint conference on natural language processing,proceedings of acl 2006
J07-3002,0.0,0.0,0.0,neuralign: combining word alignments using neural networks. in proceedings of hlt-emnlp,computational linguistics,computational linguistics,neuralign: combining word alignments using neural networks. in proceedings of hlt-emnlp
P11-2025,0.0,0.0,0.0,proceedings of the 49th annual meeting of the association for computational linguistics:shortpapers,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics:shortpapers
W07-1108,0.0,0.0,0.0,proceedings of the workshop on a broader perspective on multiword expressions,workshop on a broader perspective on multiword expressions,workshop on a broader perspective on multiword expressions,proceedings of the workshop on a broader perspective on multiword expressions
H05-1117,0.0,0.0,0.0,proceedings of human language technology conference and conference on empirical methods in natural language processing,human language technology conference and empirical methods in natural language processing,human language technology conference and empirical methods in natural language processing,proceedings of human language technology conference and conference on empirical methods in natural language processing
P85-1009,0.0,0.0,0.0,journal of the a.~sociation /or computing machinery,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,journal of the a.~sociation /or computing machinery
J03-4003,0.0,0.0,0.0,there was also some crucial input from sources outside of penn. in the summer of 1996 i worked at bbn technologies: discussions with scott miller,computational linguistics,computational linguistics,there was also some crucial input from sources outside of penn. in the summer of 1996 i worked at bbn technologies: discussions with scott miller
P12-2035,0.0,0.0,0.0,proceedings of the 50th annual meeting of the association for computational linguistics,acl,acl,proceedings of the 50th annual meeting of the association for computational linguistics
W08-1509,0.0,0.0,0.0,coling,coling 2008: proceedings of the workshop on cognitive aspects of the lexicon (cogalex 2008),coling 2008: proceedings of the workshop on cognitive aspects of the lexicon (cogalex 2008),coling
P92-1052,0.0,0.0,0.0,computa- tional linguistics sigir'9~ coling'92 proceedings seventh national conference on artificial intelligence riao'91,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,computa- tional linguistics sigir'9~ coling'92 proceedings seventh national conference on artificial intelligence riao'91
N13-1117,0.0,0.0,0.0,proceedings of naacl-hlt 2013,naacl,naacl,proceedings of naacl-hlt 2013
P98-2242,0.0,0.0,0.0,artificial intelligence,coling-acl,coling-acl,artificial intelligence
W10-1103,1.0,1.0,1.0,,,proceedings of the naacl hlt 2010 second louhi workshop on text and data mining of health documents,proceedings of the naacl hlt 2010 second louhi workshop on text and data mining of health documents
P13-2110,0.0,0.0,0.0,proceedings of the 51st annual meeting of the association for computational linguistics,acl,acl,proceedings of the 51st annual meeting of the association for computational linguistics
P92-1011,0.0,0.0,0.0,bole. lecture notes in computer science,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,bole. lecture notes in computer science
W07-1806,0.0,0.0,0.0,proceedings of speechgram 2007,workshop on grammar-based approaches to spoken language processing,workshop on grammar-based approaches to spoken language processing,proceedings of speechgram 2007
W07-1202,0.0,0.0,0.0,proceedings of the acl 2007 workshop on deep linguistic processing,workshop on deep linguistic processing,workshop on deep linguistic processing,proceedings of the acl 2007 workshop on deep linguistic processing
W98-1403,0.0,0.0,0.0,proceedings of coling,workshop on natural language generation ewnlg,workshop on natural language generation ewnlg,proceedings of coling
W04-0509,0.0,0.0,0.0,proceedings of ameri- can medical informatics association symposium,conference on question answering in restricted domains,conference on question answering in restricted domains,proceedings of ameri- can medical informatics association symposium
W11-1908,0.0,0.0,0.0,proceedings of the 15th conference on computational natural language learning: shared task,proceedings of the fifteenth conference on computational natural language learning: shared task,proceedings of the fifteenth conference on computational natural language learning: shared task,proceedings of the 15th conference on computational natural language learning: shared task
P09-3012,0.0,0.0,0.0,acl and afnlp,acl-ijcnlp: student research workshop papers,acl-ijcnlp: student research workshop papers,acl and afnlp
D10-1061,0.0,0.0,0.0,proceedings of the 2010 conference on empirical methods in natural language processing,emnlp,emnlp,proceedings of the 2010 conference on empirical methods in natural language processing
S12-1023,0.0,0.0,0.0,first joint conference on lexical and computational semantics (*sem),semeval,semeval,first joint conference on lexical and computational semantics (*sem)
W94-0326,0.0,0.0,0.0,proc. of ijcai-89,international workshop on natural language generation,international workshop on natural language generation,proc. of ijcai-89
P93-1019,0.0,0.0,0.0,proc. of gwai-90 proc. of coling,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,proc. of gwai-90 proc. of coling
C86-1113,0.0,0.0,0.0,proceedings of mcai-85,international conference on computational linguistics,international conference on computational linguistics,proceedings of mcai-85
