id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
P06-1014,0.0,0.0,0.0,Meaningful Clustering of Senses Helps Boost Word Sense Disambiguation Performance,Meaningful Clustering Of Senses Helps Boost Word Sense Disambiguation Performance,Meaningful Clustering Of Senses Helps Boost Word Sense Disambiguation Performance,Meaningful Clustering of Senses Helps Boost Word Sense Disambiguation Performance
J05-1005,0.0,0.0,0.0,Clustering Syntactic Positions with Similar Semantic Requirements,Clustering Syntactic Positions With Similar Semantic Requirements,Clustering Syntactic Positions With Similar Semantic Requirements,Clustering Syntactic Positions with Similar Semantic Requirements
W07-1607,0.0,0.0,0.0,Automatically acquiring models of preposition use,Automatically Acquiring Models of Preposition Use,Automatically Acquiring Models of Preposition Use,Automatically acquiring models of preposition use
D09-1128,1.0,1.0,1.0,,,Accurate Semantic Class Classifier for Coreference Resolution,Accurate Semantic Class Classifier for Coreference Resolution
E99-1034,0.0,0.0,0.0,Finding content-bearing terms using term similarities,Finding Content-Bearing Terms Using Term Similarities,Finding Content-Bearing Terms Using Term Similarities,Finding content-bearing terms using term similarities
W08-1208,1.0,1.0,1.0,,,Human Judgements in Parallel Treebank Alignment,Human Judgements in Parallel Treebank Alignment
W10-0909,0.0,0.0,0.0,Towards Learning Rules from Natural Texts,Learning Rules from Incomplete Examples: A Pragmatic Approach,Learning Rules from Incomplete Examples: A Pragmatic Approach,Towards Learning Rules from Natural Texts
W12-0707,0.0,0.0,0.0,Dependency Parsing domain adaptation using transductive SVM,Dependency Parsing Domain Adaptation using Transductive SVM,Dependency Parsing Domain Adaptation using Transductive SVM,Dependency Parsing domain adaptation using transductive SVM
H89-1043,0.0,0.0,0.0,INTEGRATING SPEECH AND NATURAL-LANGUAGE PROCESSING,Integrating Speech And Natural-Language Processing,Integrating Speech And Natural-Language Processing,INTEGRATING SPEECH AND NATURAL-LANGUAGE PROCESSING
C10-2103,1.0,1.0,1.0,,,Evaluating performance of grammatical error detection to maximize learning effect,Evaluating performance of grammatical error detection to maximize learning effect
W06-2903,0.0,0.0,0.0,Non-Local Modeling with a Mixture of PCFGs,Non-Local Modeling With A Mixture Of PCFGs,Non-Local Modeling With A Mixture Of PCFGs,Non-Local Modeling with a Mixture of PCFGs
W05-0835,0.0,0.0,0.0,A Recursive Statistical Translation Model *,A Recursive Statistical Translation Model,A Recursive Statistical Translation Model,A Recursive Statistical Translation Model *
P87-1026,1.0,1.0,1.0,,,FLUSH: A Flexible Lexicon Design,FLUSH: A Flexible Lexicon Design
W04-1401,0.0,0.0,0.0,Corporate Language Resources in Multilingual Content Creation, Maintenance and Leverage,Corporate Language Resources In Multilingual Content Creation, Maintenance And Leverage,Corporate Language Resources In Multilingual Content Creation, Maintenance And Leverage,Corporate Language Resources in Multilingual Content Creation, Maintenance and Leverage
P11-1116,1.0,1.0,1.0,,,Nonlinear Evidence Fusion and Propagation for Hyponymy Relation Mining,Nonlinear Evidence Fusion and Propagation for Hyponymy Relation Mining
S13-2111,1.0,1.0,1.0,,,SCAI: Extracting drug-drug interactions using a rich feature vector,SCAI: Extracting drug-drug interactions using a rich feature vector
W05-0818,0.0,0.0,0.0,LIHLA: Shared task system description,LIHLA: Shared Task System Description,LIHLA: Shared Task System Description,LIHLA: Shared task system description
W13-1011,1.0,1.0,1.0,,,Automatic Detection of Stable Grammatical Features in N-Grams,Automatic Detection of Stable Grammatical Features in N-Grams
W09-3105,1.0,1.0,1.0,,,Active Learning of Extractive Reference Summaries for Lecture Speech Summarization,Active Learning of Extractive Reference Summaries for Lecture Speech Summarization
S10-1018,1.0,1.0,1.0,,,SUCRE: A Modular System for Coreference Resolution,SUCRE: A Modular System for Coreference Resolution
W04-0808,0.0,0.0,0.0,An Evaluation Exercise for Romanian Word Sense Disambiguation,An Evaluation Exercise For Romanian Word Sense Disambiguation,An Evaluation Exercise For Romanian Word Sense Disambiguation,An Evaluation Exercise for Romanian Word Sense Disambiguation
N09-3003,1.0,1.0,1.0,,,Exploring Topic Continuation Follow-up Questions using Machine Learning,Exploring Topic Continuation Follow-up Questions using Machine Learning
P09-2044,1.0,1.0,1.0,,,Finding Hedges by Chasing Weasels: Hedge Detection Using Wikipedia Tags and Shallow Linguistic Features,Finding Hedges by Chasing Weasels: Hedge Detection Using Wikipedia Tags and Shallow Linguistic Features
P08-1008,1.0,1.0,1.0,,,Contradictions and Justifications: Extensions to the Textual Entailment Task,Contradictions and Justifications: Extensions to the Textual Entailment Task
W10-4319,1.0,1.0,1.0,,,Route Communication in Dialogue: a Matter of Principles,Route Communication in Dialogue: a Matter of Principles
L08-1453,1.0,1.0,1.0,,,Annotating Superlatives,Annotating Superlatives
W06-1708,0.0,0.0,0.0,The problem of ontology alignment on the web: a first report,The Problem Of Ontology Alignment On The Web: A First Report,The Problem Of Ontology Alignment On The Web: A First Report,The problem of ontology alignment on the web: a first report
W12-3806,1.0,1.0,1.0,,,Bridging the Gap Between Scope-based and Event-based Negation/Speculation Annotations: A Bridge Not Too Far,Bridging the Gap Between Scope-based and Event-based Negation/Speculation Annotations: A Bridge Not Too Far
P11-1054,1.0,1.0,1.0,,,In-domain Relation Discovery with Meta-constraints via Posterior Regularization,In-domain Relation Discovery with Meta-constraints via Posterior Regularization
P05-1059,0.0,0.0,0.0,Stochastic Lexicalized Inversion Transduction Grammar for Alignment,Stochastic Lexicalized Inversion Transduction Grammar For Alignment,Stochastic Lexicalized Inversion Transduction Grammar For Alignment,Stochastic Lexicalized Inversion Transduction Grammar for Alignment
W10-4321,1.0,1.0,1.0,,,Learning Dialogue Strategies from Older and Younger Simulated Users,Learning Dialogue Strategies from Older and Younger Simulated Users
P13-1123,1.0,1.0,1.0,,,Conditional Random Fields for Responsive Surface Realisation using Global Features,Conditional Random Fields for Responsive Surface Realisation using Global Features
P86-1018,0.0,0.0,0.0,SEMANTICALLY SIGNIFICANT PATTERNS IN DICTIONARY DEFINITIONS *,Semantically Significant Patterns In Dictionary Definitions,Semantically Significant Patterns In Dictionary Definitions,SEMANTICALLY SIGNIFICANT PATTERNS IN DICTIONARY DEFINITIONS *
W10-1718,1.0,1.0,1.0,,,Joshua 2.0: A Toolkit for Parsing-Based Machine Translation with Syntax, Semirings, Discriminative Training and Other Goodies,Joshua 2.0: A Toolkit for Parsing-Based Machine Translation with Syntax, Semirings, Discriminative Training and Other Goodies
J13-2001,1.0,1.0,1.0,,,A Joint Model to Identify and Align Bilingual Named Entities,A Joint Model to Identify and Align Bilingual Named Entities
W12-6202,1.0,1.0,1.0,,,Practical Finite State Optimality Theory,Practical Finite State Optimality Theory
W02-1801,0.0,0.0,0.0,Extraction of Translation Unit from Chinese-English Parallel Corpora,Extraction Of Translation Unit From Chinese-English Parallel Corpora,Extraction Of Translation Unit From Chinese-English Parallel Corpora,Extraction of Translation Unit from Chinese-English Parallel Corpora
C10-2114,0.0,0.0,0.0,Dynamic Parameters for Cross Document Coreferece,Dynamic Parameters for Cross Document Coreference,Dynamic Parameters for Cross Document Coreference,Dynamic Parameters for Cross Document Coreferece
H05-1081,0.0,0.0,0.0,A Robust Combination Strategy for Semantic Role Labeling,A Robust Combination Strategy For Semantic Role Labeling,A Robust Combination Strategy For Semantic Role Labeling,A Robust Combination Strategy for Semantic Role Labeling
W08-0901,0.0,0.0,0.0,Developing Online ICALL Exercises for Russian,Developing Online ICALL Resources for Russian,Developing Online ICALL Resources for Russian,Developing Online ICALL Exercises for Russian
W97-1503,0.0,0.0,0.0,Participatory Design for Linguistic Engineering: the Case of the GEPPETTO Development Environment,Participatory Design For Linguistic Engineering: The Case Of The GEPPETTO Development Environment,Participatory Design For Linguistic Engineering: The Case Of The GEPPETTO Development Environment,Participatory Design for Linguistic Engineering: the Case of the GEPPETTO Development Environment
A00-2038,0.0,0.0,0.0,A New Algorithm for the Alignment of Phonetic Sequences,A New Algorithm For The Alignment Of Phonetic Sequences,A New Algorithm For The Alignment Of Phonetic Sequences,A New Algorithm for the Alignment of Phonetic Sequences
E89-1030,0.0,0.0,0.0,A MODULAR APPROACH TO STORY GENERATION,A Modular Approach To Story Generation,A Modular Approach To Story Generation,A MODULAR APPROACH TO STORY GENERATION
P91-1015,0.0,0.0,0.0,Head Corner Parsing for Discontinuous Constituency,Head Corner Parsing For Discontinuous Constituency,Head Corner Parsing For Discontinuous Constituency,Head Corner Parsing for Discontinuous Constituency
W07-2206,1.0,1.0,1.0,,,Improving the Efficiency of a Wide-Coverage CCG Parser,Improving the Efficiency of a Wide-Coverage CCG Parser
I08-7016,0.0,0.0,0.0,Corpus Building for Mongolian Language,Corpus building for Mongolian language,Corpus building for Mongolian language,Corpus Building for Mongolian Language
W00-0107,0.0,0.0,0.0,A Measure of Semantic Complexity for Natural Language Systems,A Measure Of Semantic Complexity For Natural Language Systems,A Measure Of Semantic Complexity For Natural Language Systems,A Measure of Semantic Complexity for Natural Language Systems
W10-3601,1.0,1.0,1.0,,,Boosting N-gram Coverage for Unsegmented Languages Using Multiple Text Segmentation Approach,Boosting N-gram Coverage for Unsegmented Languages Using Multiple Text Segmentation Approach
P96-1049,0.0,0.0,0.0,On Reversing the Generation Process in Optimality Theory,On Reversing The Generation Process In Optimality Theory,On Reversing The Generation Process In Optimality Theory,On Reversing the Generation Process in Optimality Theory
N13-1111,1.0,1.0,1.0,,,Global Inference for Bridging Anaphora Resolution,Global Inference for Bridging Anaphora Resolution
P13-1092,1.0,1.0,1.0,,,Grounded Unsupervised Semantic Parsing,Grounded Unsupervised Semantic Parsing
H89-2034,1.0,1.0,1.0,,,Speaker Adaptation Using Multiple Reference Speakers,Speaker Adaptation Using Multiple Reference Speakers
W04-0817,0.0,0.0,0.0,Semantic Role Labelling with Similarity-Based Generalization Using EM-based Clustering,Semantic Role Labelling With Similarity-Based Generalization Using EM-Based Clustering,Semantic Role Labelling With Similarity-Based Generalization Using EM-Based Clustering,Semantic Role Labelling with Similarity-Based Generalization Using EM-based Clustering
L08-1406,0.0,0.0,0.0,ASV Toolbox – A Modular Collection of Language Exploration Tools,ASV Toolbox: a Modular Collection of Language Exploration Tools,ASV Toolbox: a Modular Collection of Language Exploration Tools,ASV Toolbox – A Modular Collection of Language Exploration Tools
W09-2603,1.0,1.0,1.0,,,Mining of Parsed Data to Derive Deverbal Argument Structure,Mining of Parsed Data to Derive Deverbal Argument Structure
P96-1028,0.0,0.0,0.0,Evaluating the Portability of Revision Rules for Incremental Summary Generation,Evaluating The Portability Of Revision Rules For Incremental Summary Generation,Evaluating The Portability Of Revision Rules For Incremental Summary Generation,Evaluating the Portability of Revision Rules for Incremental Summary Generation
P02-1053,0.0,0.0,0.0,Thumbs Up or Thumbs Down? Semantic Orientation Applied to Unsupervised Classification of Reviews,Thumbs Up Or Thumbs Down? Semantic Orientation Applied To Unsupervised Classification Of Reviews,Thumbs Up Or Thumbs Down? Semantic Orientation Applied To Unsupervised Classification Of Reviews,Thumbs Up or Thumbs Down? Semantic Orientation Applied to Unsupervised Classification of Reviews
D13-1154,0.0,0.0,0.0,Using crowdsourcing to get representations based on regular expressions,Using Crowdsourcing to get Representations based on Regular Expressions,Using Crowdsourcing to get Representations based on Regular Expressions,Using crowdsourcing to get representations based on regular expressions
E06-2024,0.0,0.0,0.0,A Suite of Shallow Processing Tools for Portuguese: LX-Suite,A Suite Of Shallow Processing Tools For Portuguese: LX-Suite,A Suite Of Shallow Processing Tools For Portuguese: LX-Suite,A Suite of Shallow Processing Tools for Portuguese: LX-Suite
C02-1157,0.0,0.0,0.0,A Stochastic Parser Based on an SLM with Arboreal Context Trees,A Stochastic Parser Based On An SLM With Arboreal Context Trees,A Stochastic Parser Based On An SLM With Arboreal Context Trees,A Stochastic Parser Based on an SLM with Arboreal Context Trees
W13-2412,1.0,1.0,1.0,,,Named Entity Recognition in Estonian,Named Entity Recognition in Estonian
P13-1102,1.0,1.0,1.0,,,The effect of non-tightness on Bayesian estimation of PCFGs,The effect of non-tightness on Bayesian estimation of PCFGs
W13-1613,-1,0.0,-1,,RA-SR: Using a ranking algorithm to automatically building resources for subjectivity analysis over annotated corpora,RA-SR: Using a ranking algorithm to automatically building resources for subjectivity analysis over annotated corpora,
N13-2001,1.0,1.0,1.0,,,Critical Reflections on Evaluation Practices in Coreference Resolution,Critical Reflections on Evaluation Practices in Coreference Resolution
P13-1004,1.0,1.0,1.0,,,Modelling Annotator Bias with Multi-task Gaussian Processes: An Application to Machine Translation Quality Estimation,Modelling Annotator Bias with Multi-task Gaussian Processes: An Application to Machine Translation Quality Estimation
W10-1753,1.0,1.0,1.0,,,The DCU Dependency-Based Metric in WMT-MetricsMATR 2010,The DCU Dependency-Based Metric in WMT-MetricsMATR 2010
W11-1207,0.0,0.0,0.0,Two Ways to Use a Noisy Parallel News corpus for improving Statistical Machine Translation,Two Ways to Use a Noisy Parallel News Corpus for Improving Statistical Machine Translation,Two Ways to Use a Noisy Parallel News Corpus for Improving Statistical Machine Translation,Two Ways to Use a Noisy Parallel News corpus for improving Statistical Machine Translation
W06-3604,-1,0.0,-1,,All-Word Prediction As The Ultimate Confusible Disambiguation,All-Word Prediction As The Ultimate Confusible Disambiguation,
C10-1045,1.0,1.0,1.0,,,Better Arabic Parsing: Baselines, Evaluations, and Analysis,Better Arabic Parsing: Baselines, Evaluations, and Analysis
D08-1030,1.0,1.0,1.0,,,Arabic Named Entity Recognition using Optimized Feature Sets,Arabic Named Entity Recognition using Optimized Feature Sets
D12-1041,1.0,1.0,1.0,,,Forced Derivation Tree based Model Training to Statistical Machine Translation,Forced Derivation Tree based Model Training to Statistical Machine Translation
W09-3206,1.0,1.0,1.0,,,WikiWalk: Random walks on Wikipedia for Semantic Relatedness,WikiWalk: Random walks on Wikipedia for Semantic Relatedness
W11-1725,-1,0.0,-1,,Sentimatrix – Multilingual Sentiment Analysis Service,Sentimatrix – Multilingual Sentiment Analysis Service,
W01-1604,0.0,0.0,0.0,Against the Identification of Anaphora and Presupposition,Against The Identification Of Anaphora And Presupposition,Against The Identification Of Anaphora And Presupposition,Against the Identification of Anaphora and Presupposition
W10-2101,1.0,1.0,1.0,,,Modeling and Encoding Traditional Wordlists for Machine Applications,Modeling and Encoding Traditional Wordlists for Machine Applications
P03-1058,0.0,0.0,0.0,Exploiting Parallel Texts for Word Sense Disambiguation: An Empirical Study,Exploiting Parallel Texts For Word Sense Disambiguation: An Empirical Study,Exploiting Parallel Texts For Word Sense Disambiguation: An Empirical Study,Exploiting Parallel Texts for Word Sense Disambiguation: An Empirical Study
N06-2010,1.0,1.0,1.0,,,Gesture Improves Coreference Resolution,Gesture Improves Coreference Resolution
W10-3019,1.0,1.0,1.0,,,Uncertainty Learning Using SVMs and CRFs,Uncertainty Learning Using SVMs and CRFs
H05-1065,0.0,0.0,0.0,Disambiguation of Morphological Structure using a PCFG,Disambiguation Of Morphological Structure Using A PCFG,Disambiguation Of Morphological Structure Using A PCFG,Disambiguation of Morphological Structure using a PCFG
D12-1081,1.0,1.0,1.0,,,Identifying Constant and Unique Relations by using Time-Series Text,Identifying Constant and Unique Relations by using Time-Series Text
N13-3008,1.0,1.0,1.0,,,KELVIN: a tool for automated knowledge base construction,KELVIN: a tool for automated knowledge base construction
I08-1073,1.0,1.0,1.0,,,Gloss-Based Semantic Similarity Metrics for Predominant Sense Acquisition,Gloss-Based Semantic Similarity Metrics for Predominant Sense Acquisition
P87-1002,0.0,0.0,0.0,A COMPOSITIONAL SEMANTICS OF TEMPORAL EXPRESSIONS IN ENGLISH,A Compositional Semantics Of Temporal Expressions In English,A Compositional Semantics Of Temporal Expressions In English,A COMPOSITIONAL SEMANTICS OF TEMPORAL EXPRESSIONS IN ENGLISH
W10-2309,0.0,0.0,0.0,Co-occurrence Cluster Features for Lexical Substitutions in Context,Co-Occurrence Cluster Features for Lexical Substitutions in Context,Co-Occurrence Cluster Features for Lexical Substitutions in Context,Co-occurrence Cluster Features for Lexical Substitutions in Context
W06-2925,0.0,0.0,0.0,Projective Dependency Parsing with Perceptron,Projective Dependency Parsing With Perceptron,Projective Dependency Parsing With Perceptron,Projective Dependency Parsing with Perceptron
E91-1040,-1,0.0,-1,,An Assessment Of Semantic Information Automatically Extracted From Machine Readable Dictionaries,An Assessment Of Semantic Information Automatically Extracted From Machine Readable Dictionaries,
W11-1410,1.0,1.0,1.0,,,Developing Methodology for Korean Particle Error Detection,Developing Methodology for Korean Particle Error Detection
S13-2029,-1,0.0,-1,,SemEval-2013 Task 10: Cross-lingual Word Sense Disambiguation,SemEval-2013 Task 10: Cross-lingual Word Sense Disambiguation,
N09-3014,1.0,1.0,1.0,,,Domain-Independent Shallow Sentence Ordering,Domain-Independent Shallow Sentence Ordering
W97-0116,0.0,0.0,0.0,Acquiring German Prepositional Subcategorization Frames from Corpora,Acquiring German Prepositional Subcategorization Frames From Corpora,Acquiring German Prepositional Subcategorization Frames From Corpora,Acquiring German Prepositional Subcategorization Frames from Corpora
W01-0703,0.0,0.0,0.0,Learning class-to-class selectional preferences,Learning Class-To-Class Selectional Preferences,Learning Class-To-Class Selectional Preferences,Learning class-to-class selectional preferences
C90-2031,0.0,0.0,0.0,On Trying to Do Things with Words Another plan-based approach to speech act interpretation,On Trying To Do Things With Words: Another Plan-Based Approach To Speech Act Interpretation,On Trying To Do Things With Words: Another Plan-Based Approach To Speech Act Interpretation,On Trying to Do Things with Words Another plan-based approach to speech act interpretation
W06-3310,0.0,0.0,0.0,Exploring Text and Image Features to Classify Images in Bioscience Lit- erature,Exploring Text And Image Features To Classify Images In Bioscience Literature,Exploring Text And Image Features To Classify Images In Bioscience Literature,Exploring Text and Image Features to Classify Images in Bioscience Lit- erature
P06-1024,1.0,1.0,1.0,,,Learning More Effective Dialogue Strategies Using Limited Dialogue Move Features,Learning More Effective Dialogue Strategies Using Limited Dialogue Move Features
P99-1054,0.0,0.0,0.0,Efficient probabilistic top-down and left-corner parsingt,Efficient Probabilistic Top-Down And Left-Corner Parsing,Efficient Probabilistic Top-Down And Left-Corner Parsing,Efficient probabilistic top-down and left-corner parsingt
W98-1425,0.0,0.0,0.0,A FLEXIBLE SHALLOW APPROACH TO TEXT GENERATION,A Flexible Shallow Approach To Text Generation,A Flexible Shallow Approach To Text Generation,A FLEXIBLE SHALLOW APPROACH TO TEXT GENERATION
H94-1018,0.0,0.0,0.0,TOWARDS BETTER NLP SYSTEM EVALUATION,Towards Better NLP System Evaluation,Towards Better NLP System Evaluation,TOWARDS BETTER NLP SYSTEM EVALUATION
C04-1141,0.0,0.0,0.0,Collocation Extraction Based on Modifiability Statistics,Collocation Extraction Based On Modifiability Statistics,Collocation Extraction Based On Modifiability Statistics,Collocation Extraction Based on Modifiability Statistics
I08-2124,1.0,1.0,1.0,,,Towards Automated Semantic Analysis on Biomedical Research Articles,Towards Automated Semantic Analysis on Biomedical Research Articles
J08-4002,1.0,1.0,1.0,,,Hybrid Reinforcement/Supervised Learning of Dialogue Policies from Fixed Data Sets,Hybrid Reinforcement/Supervised Learning of Dialogue Policies from Fixed Data Sets
W04-2405,0.0,0.0,0.0,Co-training and Self-training for Word Sense Disambiguation,Co-Training And Self-Training For Word Sense Disambiguation,Co-Training And Self-Training For Word Sense Disambiguation,Co-training and Self-training for Word Sense Disambiguation
P11-1043,1.0,1.0,1.0,,,Model-Based Aligner Combination Using Dual Decomposition,Model-Based Aligner Combination Using Dual Decomposition
W09-1404,-1,0.0,-1,,UZurich in the BioNLP 2009 Shared Task,UZurich in the BioNLP 2009 Shared Task,
L08-1323,0.0,0.0,0.0,I saw TREE trees in the park: How to correct real-word spelling mistakes,I saw TREE trees in the park: How to Correct Real-Word Spelling Mistakes,I saw TREE trees in the park: How to Correct Real-Word Spelling Mistakes,I saw TREE trees in the park: How to correct real-word spelling mistakes
W09-3744,1.0,1.0,1.0,,,Semantic Normalisation : a Framework and an Experiment,Semantic Normalisation : a Framework and an Experiment
W04-2705,1.0,1.0,1.0,,,The NomBank Project: An Interim Report,The NomBank Project: An Interim Report
C08-1039,0.0,0.0,0.0,Homotopy-based Semi-Supervised Hidden Markov Models for Sequence Labeling *,Homotopy-Based Semi-Supervised Hidden Markov Models for Sequence Labeling,Homotopy-Based Semi-Supervised Hidden Markov Models for Sequence Labeling,Homotopy-based Semi-Supervised Hidden Markov Models for Sequence Labeling *
W00-1302,0.0,0.0,0.0,What's yours and what's mine: Determining Intellectual Attribution in Scientific Text,What's Yours And What's Mine: Determining Intellectual Attribution In Scientific Text,What's Yours And What's Mine: Determining Intellectual Attribution In Scientific Text,What's yours and what's mine: Determining Intellectual Attribution in Scientific Text
W08-1129,1.0,1.0,1.0,,,CNTS: Memory-Based Learning of Generating Repeated References,CNTS: Memory-Based Learning of Generating Repeated References
W00-0409,0.0,0.0,0.0,Multi-document Summarization by Visualizing Topical Content,Multi-Document Summarization By Visualizing Topical Content,Multi-Document Summarization By Visualizing Topical Content,Multi-document Summarization by Visualizing Topical Content
W02-0406,0.0,0.0,0.0,Manual and Automatic Evaluation of Summaries,Manual And Automatic Evaluation Of Summaries,Manual And Automatic Evaluation Of Summaries,Manual and Automatic Evaluation of Summaries
E12-2003,1.0,1.0,1.0,,,Collaborative Machine Translation Service for Scientific texts,Collaborative Machine Translation Service for Scientific texts
C04-1012,0.0,0.0,0.0,Restrictions on Monadic Context-Free Tree Grammars,Restrictions On Monadic Context-Free Tree Grammars,Restrictions On Monadic Context-Free Tree Grammars,Restrictions on Monadic Context-Free Tree Grammars
P09-2055,1.0,1.0,1.0,,,iChi: a bilingual dictionary generating tool,iChi: a bilingual dictionary generating tool
P08-1092,0.0,0.0,0.0,An Unsupervised Approach to Biography Production using Wikipedia,An Unsupervised Approach to Biography Production Using Wikipedia,An Unsupervised Approach to Biography Production Using Wikipedia,An Unsupervised Approach to Biography Production using Wikipedia
D10-1090,1.0,1.0,1.0,,,PEM: A Paraphrase Evaluation Metric Exploiting Parallel Texts,PEM: A Paraphrase Evaluation Metric Exploiting Parallel Texts
C04-1006,0.0,0.0,0.0,Improved Word Alignment Using a Symmetric Lexicon Model,Improved Word Alignment Using A Symmetric Lexicon Model,Improved Word Alignment Using A Symmetric Lexicon Model,Improved Word Alignment Using a Symmetric Lexicon Model
W11-1801,1.0,1.0,1.0,,,Overview of BioNLP Shared Task 2011,Overview of BioNLP Shared Task 2011
H91-1003,0.0,0.0,0.0,THE ESPRIT PROJECT POLYGLOT,The ESPRIT Project POLYGLOT,The ESPRIT Project POLYGLOT,THE ESPRIT PROJECT POLYGLOT
S13-2105,1.0,1.0,1.0,,,WBI-DDI: Drug-Drug Interaction Extraction using Majority Voting,WBI-DDI: Drug-Drug Interaction Extraction using Majority Voting
W08-1307,1.0,1.0,1.0,,,Constructing a Parser Evaluation Scheme,Constructing a Parser Evaluation Scheme
W97-0303,0.0,0.0,0.0,An Efficient Distribution of Labor in a Two Stage Robust Interpretation Process,An Efficient Distribution Of Labor In A Two Stage Robust Interpretation Process,An Efficient Distribution Of Labor In A Two Stage Robust Interpretation Process,An Efficient Distribution of Labor in a Two Stage Robust Interpretation Process
A00-2023,1.0,1.0,1.0,,,Forest-Based Statistical Sentence Generation,Forest-Based Statistical Sentence Generation
W10-3201,-1,0.0,-1,,A Thesaurus of Predicate-Argument Structure for Japanese Verbs to Deal with Granularity of Verb Meanings,A Thesaurus of Predicate-Argument Structure for Japanese Verbs to Deal with Granularity of Verb Meanings,
P98-1087,1.0,1.0,1.0,,,A Connectionist Architecture for Learning to Parse,A Connectionist Architecture for Learning to Parse
S12-1054,1.0,1.0,1.0,,,EMNLP@CPH: Is frequency all there is to simplicity?,EMNLP@CPH: Is frequency all there is to simplicity?
W11-2703,1.0,1.0,1.0,,,A Corpus of Human-written Summaries of Line Graphs,A Corpus of Human-written Summaries of Line Graphs
H86-1019,0.0,0.0,0.0,Adapting MUMBLE: Experience with Natural Language Generation,Adapting MUMBLE: Experience With Natural Language Generation,Adapting MUMBLE: Experience With Natural Language Generation,Adapting MUMBLE: Experience with Natural Language Generation
P11-2047,1.0,1.0,1.0,,,Model-Portability Experiments for Textual Temporal Analysis,Model-Portability Experiments for Textual Temporal Analysis
W12-2604,1.0,1.0,1.0,,,Ecological Validity and the Evaluation of Speech Summarization Quality,Ecological Validity and the Evaluation of Speech Summarization Quality
D11-1082,1.0,1.0,1.0,,,A Correction Model for Word Alignments,A Correction Model for Word Alignments
P06-1117,0.0,0.0,0.0,Semantic Role Labeling via FrameNet, VerbNet and PropBank,Semantic Role Labeling Via FrameNet, VerbNet And PropBank,Semantic Role Labeling Via FrameNet, VerbNet And PropBank,Semantic Role Labeling via FrameNet, VerbNet and PropBank
W10-2809,1.0,1.0,1.0,,,Active Learning for Constrained Dirichlet Process Mixture Models,Active Learning for Constrained Dirichlet Process Mixture Models
P93-1045,0.0,0.0,0.0,THE FORMAL CONSEQUENCES OF USING VARIABLES IN CCG CATEGORIES A Formal Definition for CCGs,The Formal Consequences Of Using Variables In CCG Categories,The Formal Consequences Of Using Variables In CCG Categories,THE FORMAL CONSEQUENCES OF USING VARIABLES IN CCG CATEGORIES A Formal Definition for CCGs
D12-1069,1.0,1.0,1.0,,,Weakly Supervised Training of Semantic Parsers,Weakly Supervised Training of Semantic Parsers
D13-1158,1.0,1.0,1.0,,,Single-Document Summarization as a Tree Knapsack Problem,Single-Document Summarization as a Tree Knapsack Problem
P99-1013,0.0,0.0,0.0,Compositional Semantics for Linguistic Formalisms,Compositional Semantics For Linguistic Formalisms,Compositional Semantics For Linguistic Formalisms,Compositional Semantics for Linguistic Formalisms
P06-2052,0.0,0.0,0.0,Efficient sentence retrieval based on syntactic structure,Efficient Sentence Retrieval Based On Syntactic Structure,Efficient Sentence Retrieval Based On Syntactic Structure,Efficient sentence retrieval based on syntactic structure
E91-1038,0.0,0.0,0.0,The Semantics of Collocational Patterns for Reporting Verbs,The Semantics Of Collocational Patterns For Reporting Verbs,The Semantics Of Collocational Patterns For Reporting Verbs,The Semantics of Collocational Patterns for Reporting Verbs
W98-0204,0.0,0.0,0.0,Texplore -exploring expository texts via hierarchical representation,Texplore - Exploring Expository Texts Via Hierarchical Representation,Texplore - Exploring Expository Texts Via Hierarchical Representation,Texplore -exploring expository texts via hierarchical representation
W11-0131,1.0,1.0,1.0,,,Structured Composition of Semantic Vectors,Structured Composition of Semantic Vectors
A00-2001,0.0,0.0,0.0,Modelling Grounding and Discourse Obligations Using Update Rules,Modelling Grounding And Discourse Obligations Using Update Rules,Modelling Grounding And Discourse Obligations Using Update Rules,Modelling Grounding and Discourse Obligations Using Update Rules
W10-0514,1.0,1.0,1.0,,,Labelling and Spatio-Temporal Grounding of News Events,Labelling and Spatio-Temporal Grounding of News Events
P10-1140,0.0,0.0,0.0,Generating Fine-Grained Reviews of Songs From Album Reviews,Generating Fine-Grained Reviews of Songs from Album Reviews,Generating Fine-Grained Reviews of Songs from Album Reviews,Generating Fine-Grained Reviews of Songs From Album Reviews
W03-0112,0.0,0.0,0.0,A geo-coding service encompassing a geo-parsing tool and integrated digital gazetteer service,System Demo: A Geo-Coding Service Encompassing A Geo-Parsing Tool And Integrated Digital Gazetteer Service,System Demo: A Geo-Coding Service Encompassing A Geo-Parsing Tool And Integrated Digital Gazetteer Service,A geo-coding service encompassing a geo-parsing tool and integrated digital gazetteer service
N12-1044,1.0,1.0,1.0,,,Leveraging supplemental representations for sequential transduction,Leveraging supplemental representations for sequential transduction
W03-1729,1.0,1.0,1.0,,,SYSTRAN's Chinese Word Segmentation,SYSTRAN's Chinese Word Segmentation
W09-0509,0.0,0.0,0.0,RUBISC -a Robust Unification-Based Incremental Semantic Chunker,RUBISC - a Robust Unification-Based Incremental Semantic Chunker,RUBISC - a Robust Unification-Based Incremental Semantic Chunker,RUBISC -a Robust Unification-Based Incremental Semantic Chunker
