id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
N12-1041,-1,0.0,-1,,2012,2012,
P11-3015,1.0,1.0,1.0,,,2011,2011
P98-1058,-1,0.0,-1,,1998,1998,
N07-4013,-1,0.0,-1,,2007,2007,
W03-0422,-1,0.0,-1,,2003,2003,
P86-1032,0.0,0.0,0.0,1979,1986,1986,1979
H91-1014,0.0,0.0,0.0,1990,1991,1991,1990
W99-0635,0.0,0.0,0.0,1987,1999,1999,1987
P11-2091,-1,0.0,-1,,2011,2011,
C00-2161,0.0,0.0,0.0,1995,2000,2000,1995
W04-0213,0.0,0.0,0.0,2003,2004,2004,2003
W11-1607,0.0,0.0,0.0,2005,2011,2011,2005
W10-0509,-1,0.0,-1,,2010,2010,
I05-3031,-1,0.0,-1,,2005,2005,
P96-1020,0.0,0.0,0.0,1990,1996,1996,1990
W13-3517,1.0,1.0,1.0,,,2013,2013
W06-0612,0.0,0.0,0.0,2005,2006,2006,2005
D09-1044,1.0,1.0,1.0,,,2009,2009
C04-1147,0.0,0.0,0.0,1997,2004,2004,1997
P06-1139,0.0,0.0,0.0,2000,2006,2006,2000
P06-1104,0.0,0.0,0.0,2002,2006,2006,2002
H89-2038,0.0,0.0,0.0,1970,1989,1989,1970
H94-1063,-1,0.0,-1,,1994,1994,
W12-3144,-1,0.0,-1,,2012,2012,
P10-1095,-1,0.0,-1,,2010,2010,
P12-1075,1.0,1.0,1.0,,,2012,2012
P07-1128,-1,0.0,-1,,2007,2007,
P08-1116,-1,0.0,-1,,2008,2008,
W02-0608,0.0,0.0,0.0,1993,2002,2002,1993
S12-1046,-1,0.0,-1,,2012,2012,
W09-3802,0.0,0.0,0.0,1992,2009,2009,1992
D11-1139,1.0,1.0,1.0,,,2011,2011
W11-1713,-1,0.0,-1,,2011,2011,
C04-1189,0.0,0.0,0.0,1997,2004,2004,1997
W02-1019,0.0,0.0,0.0,2000,2002,2002,2000
W10-4207,-1,0.0,-1,,2010,2010,
N04-3003,1.0,1.0,1.0,,,2004,2004
P12-2056,1.0,1.0,1.0,,,2012,2012
C96-1030,0.0,0.0,0.0,1995,1996,1996,1995
W09-0432,1.0,1.0,1.0,,,2009,2009
P89-1013,0.0,0.0,0.0,1977,1989,1989,1977
D11-1075,1.0,1.0,1.0,,,2011,2011
W06-1306,-1,0.0,-1,,2006,2006,
N07-1005,0.0,0.0,0.0,2001,2007,2007,2001
W06-2501,0.0,0.0,0.0,2003,2006,2006,2003
L08-1531,-1,0.0,-1,,2008,2008,
W12-1908,0.0,0.0,0.0,2003,2012,2012,2003
P03-2029,0.0,0.0,0.0,1993,2003,2003,1993
S13-1042,-1,0.0,-1,,2013,2013,
D13-1121,1.0,1.0,1.0,,,2013,2013
N03-2008,1.0,1.0,1.0,,,2003,2003
L08-1486,0.0,0.0,0.0,2005,2008,2008,2005
P10-1109,-1,0.0,-1,,2010,2010,
W09-3527,-1,0.0,-1,,2009,2009,
P09-2083,1.0,1.0,1.0,,,2009,2009
W04-2508,0.0,0.0,0.0,1998,2004,2004,1998
W10-3806,0.0,0.0,0.0,2005,2010,2010,2005
W98-1241,1.0,1.0,1.0,,,1998,1998
T78-1003,0.0,0.0,0.0,1975,1978,1978,1975
W99-0804,0.0,0.0,0.0,1998,1999,1999,1998
W99-0313,0.0,0.0,0.0,1990,1999,1999,1990
I08-1045,0.0,0.0,0.0,1997,2008,2008,1997
W07-0719,0.0,0.0,0.0,2005,2007,2007,2005
S10-1067,1.0,1.0,1.0,,,2010,2010
D09-1033,1.0,1.0,1.0,,,2009,2009
W06-3202,1.0,1.0,1.0,,,2006,2006
W04-2103,-1,0.0,-1,,2004,2004,
L08-1085,0.0,0.0,0.0,1996,2008,2008,1996
D10-1025,1.0,1.0,1.0,,,2010,2010
W05-1510,0.0,0.0,0.0,2000,2005,2005,2000
P12-2017,1.0,1.0,1.0,,,2012,2012
P99-1047,0.0,0.0,0.0,1998,1999,1999,1998
P07-1070,0.0,0.0,0.0,2002,2007,2007,2002
P06-2006,-1,0.0,-1,,2006,2006,
W05-1207,-1,0.0,-1,,2005,2005,
S13-2091,-1,0.0,-1,,2013,2013,
P12-1020,1.0,1.0,1.0,,,2012,2012
N10-1025,-1,0.0,-1,,2010,2010,
I05-3016,-1,0.0,-1,,2005,2005,
W10-1616,-1,0.0,-1,,2010,2010,
P10-2042,1.0,1.0,1.0,,,2010,2010
P84-1015,-1,0.0,-1,,1984,1984,
C96-1065,0.0,0.0,0.0,1994,1996,1996,1994
H94-1046,0.0,0.0,0.0,1992,1994,1994,1992
W07-2070,-1,0.0,-1,,2007,2007,
W09-0414,1.0,1.0,1.0,,,2009,2009
W04-0306,0.0,0.0,0.0,1968,2004,2004,1968
W04-0313,0.0,0.0,0.0,2002,2004,2004,2002
P06-2069,0.0,0.0,0.0,1999,2006,2006,1999
W03-1023,0.0,0.0,0.0,1995,2003,2003,1995
W09-2805,1.0,1.0,1.0,,,2009,2009
A97-1008,0.0,0.0,0.0,1995,1997,1997,1995
N10-3010,-1,0.0,-1,,2010,2010,
W11-0816,1.0,1.0,1.0,,,2011,2011
H94-1074,-1,0.0,-1,,1994,1994,
H05-1088,0.0,0.0,0.0,2002,2005,2005,2002
P09-1004,1.0,1.0,1.0,,,2009,2009
E95-1010,-1,0.0,-1,,1995,1995,
C08-1109,-1,0.0,-1,,2008,2008,
N07-2023,0.0,0.0,0.0,2006,2007,2007,2006
P98-1038,0.0,0.0,0.0,1959,1998,1998,1959
P13-4009,1.0,1.0,1.0,,,2013,2013
A00-2031,0.0,0.0,0.0,1996,2000,2000,1996
W06-2206,0.0,0.0,0.0,1998,2006,2006,1998
N04-4027,0.0,0.0,0.0,1996,2004,2004,1996
W06-3506,-1,0.0,-1,,2006,2006,
W05-0104,0.0,0.0,0.0,2000,2005,2005,2000
C96-2189,0.0,0.0,0.0,1993,1996,1996,1993
W12-4402,1.0,1.0,1.0,,,2012,2012
L08-1251,-1,0.0,-1,,2008,2008,
W02-1203,0.0,0.0,0.0,2000,2002,2002,2000
C04-1033,-1,0.0,-1,,2004,2004,
W09-0611,1.0,1.0,1.0,,,2009,2009
W13-3010,0.0,0.0,0.0,2007,2013,2013,2007
P96-1005,0.0,0.0,0.0,1991,1996,1996,1991
W08-1113,-1,0.0,-1,,2008,2008,
P11-1076,0.0,0.0,0.0,2007,2011,2011,2007
C10-3013,1.0,1.0,1.0,,,2010,2010
W97-0207,0.0,0.0,0.0,1992,1997,1997,1992
E09-1035,1.0,1.0,1.0,,,2009,2009
W05-0639,0.0,0.0,0.0,2000,2005,2005,2000
C96-2132,0.0,0.0,0.0,1988,1996,1996,1988
W97-0503,0.0,0.0,0.0,1995,1997,1997,1995
P98-1036,0.0,0.0,0.0,1996,1998,1998,1996
P04-1030,0.0,0.0,0.0,1983,2004,2004,1983
S12-1104,-1,0.0,-1,,2012,2012,
W02-0714,0.0,0.0,0.0,1995,2002,2002,1995
W08-0908,1.0,1.0,1.0,,,2008,2008
W03-0306,0.0,0.0,0.0,1991,2003,2003,1991
W03-0109,-1,0.0,-1,,2003,2003,
C10-1064,0.0,0.0,0.0,2005,2010,2010,2005
D09-1004,1.0,1.0,1.0,,,2009,2009
P06-2012,0.0,0.0,0.0,1998,2006,2006,1998
W12-1506,-1,0.0,-1,,2012,2012,
W11-1703,0.0,0.0,0.0,2006,2011,2011,2006
W12-0510,1.0,1.0,1.0,,,2012,2012
P10-1155,1.0,1.0,1.0,,,2010,2010
P11-4002,1.0,1.0,1.0,,,2011,2011
W12-3129,-1,0.0,-1,,2012,2012,
N07-2002,0.0,0.0,0.0,2005,2007,2007,2005
W10-2503,1.0,1.0,1.0,,,2010,2010
C10-2041,1.0,1.0,1.0,,,2010,2010
W06-1617,-1,0.0,-1,,2006,2006,
P04-2006,0.0,0.0,0.0,2000,2004,2004,2000
W11-0328,1.0,1.0,1.0,,,2011,2011
D08-1064,1.0,1.0,1.0,,,2008,2008
A92-1041,-1,0.0,-1,,1992,1992,
W04-1307,0.0,0.0,0.0,1967,2004,2004,1967
W12-3713,1.0,1.0,1.0,,,2012,2012
D13-1052,1.0,1.0,1.0,,,2013,2013
S12-1026,-1,0.0,-1,,2012,2012,
P06-2093,-1,0.0,-1,,2006,2006,
S13-2066,-1,0.0,-1,,2013,2013,
W02-1816,0.0,0.0,0.0,1998,2002,2002,1998
P09-1037,1.0,1.0,1.0,,,2009,2009
W13-2023,1.0,1.0,1.0,,,2013,2013
P13-1146,1.0,1.0,1.0,,,2013,2013
N10-3003,-1,0.0,-1,,2010,2010,
P07-3002,-1,0.0,-1,,2007,2007,
P94-1036,0.0,0.0,0.0,1991,1994,1994,1991
W08-0334,0.0,0.0,0.0,2005,2008,2008,2005
P13-1064,1.0,1.0,1.0,,,2013,2013
C08-1072,0.0,0.0,0.0,2001,2008,2008,2001
E06-1042,0.0,0.0,0.0,1999,2006,2006,1999
C92-3129,0.0,0.0,0.0,1987,1992,1992,1987
H92-1068,-1,0.0,-1,,1992,1992,
P98-1020,0.0,0.0,0.0,1997,1998,1998,1997
D12-1139,1.0,1.0,1.0,,,2012,2012
L08-1370,0.0,0.0,0.0,1989,2008,2008,1989
D09-1015,1.0,1.0,1.0,,,2009,2009
W09-1307,0.0,0.0,0.0,2005,2009,2009,2005
W04-1403,0.0,0.0,0.0,2002,2004,2004,2002
P13-4016,1.0,1.0,1.0,,,2013,2013
W00-1001,0.0,0.0,0.0,1999,2000,2000,1999
H90-1060,1.0,1.0,1.0,,,1990,1990
W13-3613,0.0,0.0,0.0,2012,2013,2013,2012
P11-1091,-1,0.0,-1,,2011,2011,
W02-0808,-1,0.0,-1,,2002,2002,
E09-2003,-1,0.0,-1,,2009,2009,
C90-2043,-1,0.0,-1,,1990,1990,
E06-1036,0.0,0.0,0.0,1993,2006,2006,1993
P08-2051,-1,0.0,-1,,2008,2008,
W13-2211,0.0,0.0,0.0,2010,2013,2013,2010
W08-0605,1.0,1.0,1.0,,,2008,2008
C04-1088,0.0,0.0,0.0,1998,2004,2004,1998
C04-1136,-1,0.0,-1,,2004,2004,
C10-2131,1.0,1.0,1.0,,,2010,2010
W03-0907,-1,0.0,-1,,2003,2003,
P08-1027,0.0,0.0,0.0,2007,2008,2008,2007
A00-1015,0.0,0.0,0.0,1998,2000,2000,1998
W10-0603,-1,0.0,-1,,2010,2010,
W09-0712,0.0,0.0,0.0,1999,2009,2009,1999
W10-0305,-1,0.0,-1,,2010,2010,
P13-2140,1.0,1.0,1.0,,,2013,2013
W12-4410,1.0,1.0,1.0,,,2012,2012
P88-1033,0.0,0.0,0.0,1953,1988,1988,1953
N13-1109,1.0,1.0,1.0,,,2013,2013
W03-1019,0.0,0.0,0.0,2002,2003,2003,2002
P90-1031,-1,0.0,-1,,1990,1990,
W97-0206,0.0,0.0,0.0,1992,1997,1997,1992
W01-1408,-1,0.0,-1,,2001,2001,
P07-2013,0.0,0.0,0.0,2003,2007,2007,2003
W10-4003,-1,0.0,-1,,2010,2010,
W04-2323,0.0,0.0,0.0,1986,2004,2004,1986
E09-1076,1.0,1.0,1.0,,,2009,2009
W13-2117,0.0,0.0,0.0,2012,2013,2013,2012
I05-5011,-1,0.0,-1,,2005,2005,
N09-2043,0.0,0.0,0.0,2006,2009,2009,2006
W11-2607,-1,0.0,-1,,2011,2011,
W13-2012,-1,0.0,-1,,2013,2013,
C00-1068,0.0,0.0,0.0,1996,2000,2000,1996
E95-1013,0.0,0.0,0.0,1968,1995,1995,1968
W07-1004,1.0,1.0,1.0,,,2007,2007
W12-1639,1.0,1.0,1.0,,,2012,2012
P98-1070,0.0,0.0,0.0,1994,1998,1998,1994
N09-1047,0.0,0.0,0.0,2003,2009,2009,2003
W03-0203,-1,0.0,-1,,2003,2003,
W00-0710,0.0,0.0,0.0,1993,2000,2000,1993
N13-3003,1.0,1.0,1.0,,,2013,2013
C04-1017,0.0,0.0,0.0,1996,2004,2004,1996
P96-1040,0.0,0.0,0.0,1967,1996,1996,1967
W09-2822,1.0,1.0,1.0,,,2009,2009
P12-1038,1.0,1.0,1.0,,,2012,2012
L08-1171,-1,0.0,-1,,2008,2008,
W12-0905,1.0,1.0,1.0,,,2012,2012
W05-1621,-1,0.0,-1,,2005,2005,
W05-1102,-1,0.0,-1,,2005,2005,
W09-1211,0.0,0.0,0.0,2006,2009,2009,2006
W04-2905,0.0,0.0,0.0,2002,2004,2004,2002
W09-3538,1.0,1.0,1.0,,,2009,2009
P09-1007,1.0,1.0,1.0,,,2009,2009
P11-2094,0.0,0.0,0.0,2010,2011,2011,2010
S13-2002,-1,0.0,-1,,2013,2013,
W12-1642,1.0,1.0,1.0,,,2012,2012
W13-3210,1.0,1.0,1.0,,,2013,2013
P12-4004,-1,0.0,-1,,2012,2012,
W05-0819,-1,0.0,-1,,2005,2005,
W11-0127,0.0,0.0,0.0,1981,2011,2011,1981
I05-4010,0.0,0.0,0.0,2001,2005,2005,2001
W04-2319,0.0,0.0,0.0,1998,2004,2004,1998
P98-2190,0.0,0.0,0.0,1973,1998,1998,1973
W12-6217,1.0,1.0,1.0,,,2012,2012
W09-1216,-1,0.0,-1,,2009,2009,
L08-1576,0.0,0.0,0.0,2006,2008,2008,2006
P06-2049,0.0,0.0,0.0,2003,2006,2006,2003
W07-2023,0.0,0.0,0.0,1998,2007,2007,1998
W10-1834,1.0,1.0,1.0,,,2010,2010
P06-1121,-1,0.0,-1,,2006,2006,
W06-1420,-1,0.0,-1,,2006,2006,
P01-1039,0.0,0.0,0.0,1999,2001,2001,1999
W04-0609,0.0,0.0,0.0,2003,2004,2004,2003
W13-2102,-1,0.0,-1,,2013,2013,
W07-2044,0.0,0.0,0.0,2006,2007,2007,2006
L08-1363,0.0,0.0,0.0,2001,2008,2008,2001
A92-1009,0.0,0.0,0.0,1985,1992,1992,1985
P08-1047,-1,0.0,-1,,2008,2008,
P95-1047,0.0,0.0,0.0,1994,1995,1995,1994
A94-1001,-1,0.0,-1,,1994,1994,
W10-3023,1.0,1.0,1.0,,,2010,2010
W13-1725,0.0,0.0,0.0,2012,2013,2013,2012
C10-2006,1.0,1.0,1.0,,,2010,2010
D13-1164,1.0,1.0,1.0,,,2013,2013
P97-1020,0.0,0.0,0.0,1996,1997,1997,1996
L08-1475,0.0,0.0,0.0,2005,2008,2008,2005
W97-0401,0.0,0.0,0.0,1991,1997,1997,1991
D13-1008,1.0,1.0,1.0,,,2013,2013
W07-2055,-1,0.0,-1,,2007,2007,
P12-2049,1.0,1.0,1.0,,,2012,2012
P06-1061,-1,0.0,-1,,2006,2006,
N10-1036,0.0,0.0,0.0,2003,2010,2010,2003
H05-1008,0.0,0.0,0.0,1998,2005,2005,1998
C02-1024,0.0,0.0,0.0,1935,2002,2002,1935
E87-1029,0.0,0.0,0.0,1985,1987,1987,1985
C10-1150,0.0,0.0,0.0,1998,2010,2010,1998
A00-1004,0.0,0.0,0.0,1999,2000,2000,1999
W10-4304,0.0,0.0,0.0,1960,2010,2010,1960
W04-2005,0.0,0.0,0.0,1996,2004,2004,1996
H94-1039,1.0,1.0,1.0,,,1994,1994
W11-1915,-1,0.0,-1,,2011,2011,
E09-1097,1.0,1.0,1.0,,,2009,2009
N09-2032,-1,0.0,-1,,2009,2009,
W04-2211,0.0,0.0,0.0,2002,2004,2004,2002
D09-1021,0.0,0.0,0.0,1996,2009,2009,1996
P12-3014,1.0,1.0,1.0,,,2012,2012
E89-1036,-1,0.0,-1,,1989,1989,
D07-1111,0.0,0.0,0.0,2003,2007,2007,2003
M92-1036,0.0,0.0,0.0,1990,1992,1992,1990
W07-0714,0.0,0.0,0.0,2005,2007,2007,2005
N07-2047,0.0,0.0,0.0,2005,2007,2007,2005
P99-1053,0.0,0.0,0.0,1992,1999,1999,1992
W00-0312,0.0,0.0,0.0,1993,2000,2000,1993
W13-3511,1.0,1.0,1.0,,,2013,2013
C10-2168,1.0,1.0,1.0,,,2010,2010
W08-0215,1.0,1.0,1.0,,,2008,2008
P11-2010,-1,0.0,-1,,2011,2011,
P00-1017,0.0,0.0,0.0,1997,2000,2000,1997
W04-2305,0.0,0.0,0.0,2001,2004,2004,2001
M91-1017,1.0,1.0,1.0,,,1991,1991
L08-1586,0.0,0.0,0.0,1996,2008,2008,1996
W12-3204,1.0,1.0,1.0,,,2012,2012
A97-1022,0.0,0.0,0.0,1994,1997,1997,1994
W08-2121,1.0,1.0,1.0,,,2008,2008
W13-2404,1.0,1.0,1.0,,,2013,2013
W11-1010,0.0,0.0,0.0,1982,2011,2011,1982
C04-1066,0.0,0.0,0.0,2002,2004,2004,2002
W09-0622,1.0,1.0,1.0,,,2009,2009
P11-2050,-1,0.0,-1,,2011,2011,
W12-4505,-1,0.0,-1,,2012,2012,
C00-1052,0.0,0.0,0.0,1991,2000,2000,1991
W03-0806,1.0,1.0,1.0,,,2003,2003
W95-0107,0.0,0.0,0.0,1991,1995,1995,1991
P04-1002,0.0,0.0,0.0,2003,2004,2004,2003
W04-2207,0.0,0.0,0.0,2000,2004,2004,2000
P98-2172,0.0,0.0,0.0,1987,1998,1998,1987
L08-1284,0.0,0.0,0.0,2006,2008,2008,2006
W13-2001,1.0,1.0,1.0,,,2013,2013
P09-1021,1.0,1.0,1.0,,,2009,2009
W04-1220,0.0,0.0,0.0,1998,2004,2004,1998
W06-2915,0.0,0.0,0.0,2004,2006,2006,2004
N07-1021,0.0,0.0,0.0,2006,2007,2007,2006
S10-1029,1.0,1.0,1.0,,,2010,2010
W10-1203,-1,0.0,-1,,2010,2010,
W04-1408,0.0,0.0,0.0,2003,2004,2004,2003
W06-2607,0.0,0.0,0.0,2005,2006,2006,2005
W13-3506,-1,0.0,-1,,2013,2013,
H92-1026,0.0,0.0,0.0,1975,1992,1992,1975
W91-0115,-1,0.0,-1,,1991,1991,
W01-0720,0.0,0.0,0.0,1992,2001,2001,1992
W11-1920,1.0,1.0,1.0,,,2011,2011
P08-2036,-1,0.0,-1,,2008,2008,
C08-1006,0.0,0.0,0.0,1990,2008,2008,1990
W08-2211,0.0,0.0,0.0,2006,2008,2008,2006
N10-1075,-1,0.0,-1,,2010,2010,
W09-3534,1.0,1.0,1.0,,,2009,2009
P13-4011,1.0,1.0,1.0,,,2013,2013
W05-1601,0.0,0.0,0.0,2000,2005,2005,2000
C10-2153,1.0,1.0,1.0,,,2010,2010
W06-3410,-1,0.0,-1,,2006,2006,
I08-1001,0.0,0.0,0.0,2001,2008,2008,2001
H05-1110,-1,0.0,-1,,2005,2005,
W09-0421,1.0,1.0,1.0,,,2009,2009
J07-2001,0.0,0.0,0.0,2001,2007,2007,2001
I05-1005,0.0,0.0,0.0,1999,2005,2005,1999
W06-1511,0.0,0.0,0.0,2002,2006,2006,2002
N10-1091,-1,0.0,-1,,2010,2010,
P06-3013,0.0,0.0,0.0,2000,2006,2006,2000
W03-1809,0.0,0.0,0.0,1991,2003,2003,1991
W02-0814,0.0,0.0,0.0,2001,2002,2002,2001
C10-1009,0.0,0.0,0.0,2003,2010,2010,2003
P10-1117,1.0,1.0,1.0,,,2010,2010
W11-1516,1.0,1.0,1.0,,,2011,2011
P10-4012,-1,0.0,-1,,2010,2010,
W09-1311,-1,0.0,-1,,2009,2009,
J03-2002,-1,0.0,-1,,2003,2003,
W13-1008,1.0,1.0,1.0,,,2013,2013
P09-2041,1.0,1.0,1.0,,,2009,2009
W11-0120,0.0,0.0,0.0,2001,2011,2011,2001
S13-1003,0.0,0.0,0.0,2004,2013,2013,2004
P05-3003,-1,0.0,-1,,2005,2005,
D09-1055,1.0,1.0,1.0,,,2009,2009
W09-0209,1.0,1.0,1.0,,,2009,2009
E06-2023,0.0,0.0,0.0,2002,2006,2006,2002
W02-1008,0.0,0.0,0.0,1995,2002,2002,1995
W03-2121,0.0,0.0,0.0,2000,2003,2003,2000
W03-2104,0.0,0.0,0.0,1993,2003,2003,1993
N13-1004,1.0,1.0,1.0,,,2013,2013
W00-0703,0.0,0.0,0.0,1998,2000,2000,1998
P10-1038,-1,0.0,-1,,2010,2010,
W13-5005,1.0,1.0,1.0,,,2013,2013
P06-3002,1.0,1.0,1.0,,,2006,2006
L08-1558,0.0,0.0,0.0,2006,2008,2008,2006
W00-1321,0.0,0.0,0.0,1997,2000,2000,1997
W06-3909,0.0,0.0,0.0,1999,2006,2006,1999
P12-1086,0.0,0.0,0.0,1993,2012,2012,1993
W10-4007,1.0,1.0,1.0,,,2010,2010
D10-1007,-1,0.0,-1,,2010,2010,
W06-2904,0.0,0.0,0.0,2004,2006,2006,2004
H05-1037,0.0,0.0,0.0,2000,2005,2005,2000
W13-2415,-1,0.0,-1,,2013,2013,
L08-1430,-1,0.0,-1,,2008,2008,
C90-3042,0.0,0.0,0.0,1988,1990,1990,1988
W09-2302,-1,0.0,-1,,2009,2009,
S13-2005,-1,0.0,-1,,2013,2013,
E89-1014,0.0,0.0,0.0,1988,1989,1989,1988
H94-1008,1.0,1.0,1.0,,,1994,1994
P07-1047,0.0,0.0,0.0,1993,2007,2007,1993
J11-3005,0.0,0.0,0.0,2002,2011,2011,2002
W08-2110,1.0,1.0,1.0,,,2008,2008
P87-1009,-1,0.0,-1,,1987,1987,
S12-1057,0.0,0.0,0.0,1986,2012,2012,1986
P07-2053,0.0,0.0,0.0,2004,2007,2007,2004
W11-2027,0.0,0.0,0.0,1993,2011,2011,1993
L08-1604,-1,0.0,-1,,2008,2008,
D12-1009,1.0,1.0,1.0,,,2012,2012
J05-4003,0.0,0.0,0.0,2003,2005,2005,2003
E09-1090,1.0,1.0,1.0,,,2009,2009
W12-0101,-1,0.0,-1,,2012,2012,
H05-1080,-1,0.0,-1,,2005,2005,
D12-1024,-1,0.0,-1,,2012,2012,
W10-2416,1.0,1.0,1.0,,,2010,2010
W10-1735,1.0,1.0,1.0,,,2010,2010
L08-1546,0.0,0.0,0.0,1999,2008,2008,1999
P06-4012,0.0,0.0,0.0,2004,2006,2006,2004
W04-2803,0.0,0.0,0.0,1998,2004,2004,1998
D09-1095,1.0,1.0,1.0,,,2009,2009
C04-1167,-1,0.0,-1,,2004,2004,
W09-1322,1.0,1.0,1.0,,,2009,2009
W07-2100,-1,0.0,-1,,2007,2007,
C08-1103,-1,0.0,-1,,2008,2008,
C08-1064,-1,0.0,-1,,2008,2008,
P12-1049,1.0,1.0,1.0,,,2012,2012
W06-3409,-1,0.0,-1,,2006,2006,
W10-1820,-1,0.0,-1,,2010,2010,
W09-2816,1.0,1.0,1.0,,,2009,2009
W11-1106,1.0,1.0,1.0,,,2011,2011
A00-1038,0.0,0.0,0.0,1997,2000,2000,1997
N10-1080,-1,0.0,-1,,2010,2010,
W03-0101,0.0,0.0,0.0,2002,2003,2003,2002
P89-1034,1.0,1.0,1.0,,,1989,1989
P13-2061,1.0,1.0,1.0,,,2013,2013
P12-2028,-1,0.0,-1,,2012,2012,
W02-1806,0.0,0.0,0.0,1995,2002,2002,1995
P13-2089,-1,0.0,-1,,2013,2013,
L08-1236,0.0,0.0,0.0,2003,2008,2008,2003
P07-1067,0.0,0.0,0.0,2004,2007,2007,2004
P91-1042,0.0,0.0,0.0,1984,1991,1991,1984
W12-0604,-1,0.0,-1,,2012,2012,
W08-1407,1.0,1.0,1.0,,,2008,2008
P99-1035,0.0,0.0,0.0,1996,1999,1999,1996
W08-0610,1.0,1.0,1.0,,,2008,2008
D13-1168,1.0,1.0,1.0,,,2013,2013
W12-3122,0.0,0.0,0.0,2010,2012,2012,2010
W03-1710,0.0,0.0,0.0,1989,2003,2003,1989
C10-3006,1.0,1.0,1.0,,,2010,2010
W12-2910,-1,0.0,-1,,2012,2012,
W09-3920,-1,0.0,-1,,2009,2009,
D08-1075,0.0,0.0,0.0,2004,2008,2008,2004
P98-1108,0.0,0.0,0.0,1994,1998,1998,1994
W11-0324,1.0,1.0,1.0,,,2011,2011
S10-1035,1.0,1.0,1.0,,,2010,2010
W10-3302,0.0,0.0,0.0,2008,2010,2010,2008
W05-1005,0.0,0.0,0.0,2003,2005,2005,2003
W07-2073,-1,0.0,-1,,2007,2007,
I08-2082,0.0,0.0,0.0,2006,2008,2008,2006
N10-1140,0.0,0.0,0.0,2005,2010,2010,2005
W12-2507,-1,0.0,-1,,2012,2012,
D07-1018,0.0,0.0,0.0,2002,2007,2007,2002
L08-1064,0.0,0.0,0.0,2006,2008,2008,2006
C08-3004,1.0,1.0,1.0,,,2008,2008
W09-0436,-1,0.0,-1,,2009,2009,
W00-0309,0.0,0.0,0.0,1998,2000,2000,1998
W12-1528,-1,0.0,-1,,2012,2012,
C08-1136,1.0,1.0,1.0,,,2008,2008
H05-1123,0.0,0.0,0.0,2003,2005,2005,2003
J10-3003,0.0,0.0,0.0,2006,2010,2010,2006
P04-3002,0.0,0.0,0.0,1998,2004,2004,1998
D13-1198,-1,0.0,-1,,2013,2013,
W08-2227,0.0,0.0,0.0,2007,2008,2008,2007
I05-1002,0.0,0.0,0.0,1997,2005,2005,1997
W07-0403,-1,0.0,-1,,2007,2007,
W07-1410,-1,0.0,-1,,2007,2007,
W08-1606,1.0,1.0,1.0,,,2008,2008
W06-1509,0.0,0.0,0.0,2005,2006,2006,2005
W05-1608,-1,0.0,-1,,2005,2005,
W13-3522,1.0,1.0,1.0,,,2013,2013
N09-3007,-1,0.0,-1,,2009,2009,
H91-1031,0.0,0.0,0.0,1973,1991,1991,1973
D11-1117,1.0,1.0,1.0,,,2011,2011
P06-2122,0.0,0.0,0.0,1972,2006,2006,1972
W11-1411,1.0,1.0,1.0,,,2011,2011
W13-2603,-1,0.0,-1,,2013,2013,
E87-1048,0.0,0.0,0.0,1971,1987,1987,1971
W12-3151,-1,0.0,-1,,2012,2012,
P96-1016,0.0,0.0,0.0,1994,1996,1996,1994
W07-0805,-1,0.0,-1,,2007,2007,
W04-2117,-1,0.0,-1,,2004,2004,
N10-1061,-1,0.0,-1,,2010,2010,
I05-5003,-1,0.0,-1,,2005,2005,
I05-1075,0.0,0.0,0.0,1999,2005,2005,1999
L08-1497,0.0,0.0,0.0,1994,2008,2008,1994
W10-3206,1.0,1.0,1.0,,,2010,2010
W08-0621,1.0,1.0,1.0,,,2008,2008
P12-3029,1.0,1.0,1.0,,,2012,2012
S12-1076,0.0,0.0,0.0,2008,2012,2012,2008
W12-0115,-1,0.0,-1,,2012,2012,
C08-1055,-1,0.0,-1,,2008,2008,
C10-1036,0.0,0.0,0.0,2007,2010,2010,2007
W01-0902,0.0,0.0,0.0,1998,2001,2001,1998
I05-2025,0.0,0.0,0.0,1997,2005,2005,1997
S10-1089,1.0,1.0,1.0,,,2010,2010
D10-1097,1.0,1.0,1.0,,,2010,2010
P98-2202,0.0,0.0,0.0,1993,1998,1998,1993
W12-4212,1.0,1.0,1.0,,,2012,2012
D13-1191,1.0,1.0,1.0,,,2013,2013
S13-1036,-1,0.0,-1,,2013,2013,
W06-1701,-1,0.0,-1,,2006,2006,
P96-1033,0.0,0.0,0.0,1985,1996,1996,1985
A00-1033,0.0,0.0,0.0,1996,2000,2000,1996
N01-1014,0.0,0.0,0.0,1996,2001,2001,1996
C00-1015,0.0,0.0,0.0,1995,2000,2000,1995
P89-1002,1.0,1.0,1.0,,,1989,1989
H01-1009,0.0,0.0,0.0,1994,2001,2001,1994
S10-1024,1.0,1.0,1.0,,,2010,2010
W06-1704,0.0,0.0,0.0,2002,2006,2006,2002
H89-1008,-1,0.0,-1,,1989,1989,
W09-1509,1.0,1.0,1.0,,,2009,2009
W03-1105,0.0,0.0,0.0,1992,2003,2003,1992
A00-2027,0.0,0.0,0.0,1996,2000,2000,1996
W02-0214,-1,0.0,-1,,2002,2002,
E09-1053,1.0,1.0,1.0,,,2009,2009
D08-1086,-1,0.0,-1,,2008,2008,
C86-1074,0.0,0.0,0.0,1979,1986,1986,1979
