id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
W08-0101,-1,0.0,-1,,optimizing endpointing thresholds using dialogue features in a spoken dialogue system,optimizing endpointing thresholds using dialogue features in a spoken dialogue system,
W05-0820,-1,0.0,-1,,shared task statistical machine translation between european languages,shared task statistical machine translation between european languages,
C88-1022,0.0,0.0,0.0,s words i rd parse,rug regular unification grammar,rug regular unification grammar,s words i rd parse
N03-4010,0.0,0.0,0.0,javelin a flexible planner based architecture for question,javelin a flexible planner based architecture for question answering,javelin a flexible planner based architecture for question answering,javelin a flexible planner based architecture for question
W10-3906,-1,0.0,-1,,even unassociated features can improve lexical distributional similarity,even unassociated features can improve lexical distributional similarity,
C10-2068,1.0,1.0,1.0,,,generating simulated relevance feedback a prognostic search approach,generating simulated relevance feedback a prognostic search approach
W12-2203,-1,0.0,-1,,offline sentence processing measures for testing readability with users,offline sentence processing measures for testing readability with users,
P86-1020,0.0,0.0,0.0,bulk processing of text on a massively,bulk processing of text on a massively parallel computer,bulk processing of text on a massively parallel computer,bulk processing of text on a massively
P09-2085,-1,0.0,-1,,a note on the implementation of hierarchical dirichlet processes,a note on the implementation of hierarchical dirichlet processes,
S12-1092,-1,0.0,-1,,fbk machine translation evaluation and word similarity metrics for semantic textual similarity,fbk machine translation evaluation and word similarity metrics for semantic textual similarity,
W12-2027,-1,0.0,-1,,precision isn t everything a hybrid approach to grammatical error detection,precision isn t everything a hybrid approach to grammatical error detection,
W02-0311,-1,0.0,-1,,utilizing text mining results the pasta web system,utilizing text mining results the pasta web system,
C10-2117,-1,0.0,-1,,automatic committed belief tagging,automatic committed belief tagging,
W09-2812,-1,0.0,-1,,reducing redundancy in multi document summarization using lexical semantic similarity,reducing redundancy in multi document summarization using lexical semantic similarity,
N04-1027,-1,0.0,-1,,the tao of chi towards effective human computer interaction,the tao of chi towards effective human computer interaction,
P01-1043,-1,0.0,-1,,a language independent shallow parser compiler,a language independent shallow parser compiler,
W04-0210,1.0,1.0,1.0,,,discourse annotation and semantic annotation in the gnome corpus,discourse annotation and semantic annotation in the gnome corpus
P98-1023,0.0,0.0,0.0,anchoring floating quantifiers in japanese to english machine,anchoring floating quantifiers in japanese to english machine translation,anchoring floating quantifiers in japanese to english machine translation,anchoring floating quantifiers in japanese to english machine
W10-4105,-1,0.0,-1,,semantic computing and language knowledge bases,semantic computing and language knowledge bases,
P08-1034,-1,0.0,-1,,when specialists and generalists work together overcoming domain dependence in sentiment tagging,when specialists and generalists work together overcoming domain dependence in sentiment tagging,
P12-2031,-1,0.0,-1,,crowdsourcing inference rule evaluation,crowdsourcing inference rule evaluation,
P10-1047,-1,0.0,-1,,syntax to morphology mapping in factored phrase based statistical machine translation from english to turkish,syntax to morphology mapping in factored phrase based statistical machine translation from english to turkish,
S13-2054,-1,0.0,-1,,gu mlt lt sentiment analysis of short messages using linguistic features and stochastic gradient descent,gu mlt lt sentiment analysis of short messages using linguistic features and stochastic gradient descent,
W10-4322,-1,0.0,-1,,sparse approximate dynamic programming for dialog management,sparse approximate dynamic programming for dialog management,
C08-1107,-1,0.0,-1,,learning entailment rules for unary templates,learning entailment rules for unary templates,
W07-0806,-1,0.0,-1,,adapting a medical speech to speech translation system medslt to arabic,adapting a medical speech to speech translation system medslt to arabic,
I05-2027,0.0,0.0,0.0,machine learning approach to augmenting news,machine learning approach to augmenting news headline generation,machine learning approach to augmenting news headline generation,machine learning approach to augmenting news
W11-1719,-1,0.0,-1,,on the difficulty of clustering microblog texts for online reputation management,on the difficulty of clustering microblog texts for online reputation management,
J09-4008,0.0,0.0,0.0,an investigation into the validity of some metrics for automatically evaluating natural language generation,an investigation into the validity of some metrics for automatically evaluating natural language generation systems,an investigation into the validity of some metrics for automatically evaluating natural language generation systems,an investigation into the validity of some metrics for automatically evaluating natural language generation
W06-1667,-1,0.0,-1,,unsupervised relation disambiguation with order identification capabilities,unsupervised relation disambiguation with order identification capabilities,
W01-0716,-1,0.0,-1,,learning to identify animate references,learning to identify animate references,
W05-1105,-1,0.0,-1,,the evolution of dominance constraint solvers,the evolution of dominance constraint solvers,
W07-2005,-1,0.0,-1,,semeval 2007 task 06 word sense disambiguation of prepositions,semeval 2007 task 06 word sense disambiguation of prepositions,
S12-1006,-1,0.0,-1,,the use of granularity in rhetorical relation prediction,the use of granularity in rhetorical relation prediction,
W99-0802,0.0,0.0,0.0,a modern computational linguistics course using,a modern computational linguistics course using dutch,a modern computational linguistics course using dutch,a modern computational linguistics course using
H91-1070,-1,0.0,-1,,interactive problem solving and dialogue in the atis domain,interactive problem solving and dialogue in the atis domain,
P09-1035,-1,0.0,-1,,the contribution of linguistic features to automatic machine translation evaluation,the contribution of linguistic features to automatic machine translation evaluation,
W13-1612,-1,0.0,-1,,bilingual experiments on an opinion comparable corpus,bilingual experiments on an opinion comparable corpus,
P02-1003,0.0,0.0,0.0,generation as dependency,generation as dependency parsing,generation as dependency parsing,generation as dependency
C10-2157,-1,0.0,-1,,syntax driven machine translation as a model of esl revision,syntax driven machine translation as a model of esl revision,
W04-3210,0.0,0.0,0.0,automatic paragraph identiﬁcation a study across languages and,automatic paragraph identification a study across languages and domains,automatic paragraph identification a study across languages and domains,automatic paragraph identiﬁcation a study across languages and
W10-1911,-1,0.0,-1,,disease mention recognition with specific features,disease mention recognition with specific features,
P11-1005,-1,0.0,-1,,evaluating the impact of coder errors on active learning,evaluating the impact of coder errors on active learning,
I05-2022,0.0,0.0,0.0,hmm based chunker for,hmm based chunker for hindi,hmm based chunker for hindi,hmm based chunker for
I08-5005,-1,0.0,-1,,aggregating machine learning and rule based heuristics for named entity recognition,aggregating machine learning and rule based heuristics for named entity recognition,
C08-1099,-1,0.0,-1,,toward a psycholinguistically motivated model of language processing,toward a psycholinguistically motivated model of language processing,
P97-1028,-1,0.0,-1,,applying explanation based learning to control and speeding up natural language generation,applying explanation based learning to control and speeding up natural language generation,
W06-1602,-1,0.0,-1,,an empirical approach to the interpretation of superlatives,an empirical approach to the interpretation of superlatives,
L08-1193,-1,0.0,-1,,corpus analysis of spoken smart home interactions with older users,corpus analysis of spoken smart home interactions with older users,
W10-3706,-1,0.0,-1,,automatic extraction of complex predicates in bengali,automatic extraction of complex predicates in bengali,
W09-0504,-1,0.0,-1,,semantic representation of non sentential utterances in dialog,semantic representation of non sentential utterances in dialog,
N13-1090,-1,0.0,-1,,linguistic regularities in continuous space word representations,linguistic regularities in continuous space word representations,
D10-1100,-1,0.0,-1,,automatic detection and classification of social events,automatic detection and classification of social events,
W13-4914,-1,0.0,-1,,context based statistical morphological analyzer and its effect on hindi dependency parsing,context based statistical morphological analyzer and its effect on hindi dependency parsing,
N13-2011,-1,0.0,-1,,helpfulness guided review summarization,helpfulness guided review summarization,
D13-1045,-1,0.0,-1,,improving web search ranking by incorporating structured annotation of queries,improving web search ranking by incorporating structured annotation of queries,
W11-1921,-1,0.0,-1,,coreference resolution system using maximum entropy classifier,coreference resolution system using maximum entropy classifier,
D08-1031,-1,0.0,-1,,understanding the value of features for coreference resolution,understanding the value of features for coreference resolution,
H92-1006,1.0,1.0,1.0,,,subject based evaluation measures for interactive spoken language systems,subject based evaluation measures for interactive spoken language systems
W05-1505,-1,0.0,-1,,corrective modeling for non projective dependency parsing,corrective modeling for non projective dependency parsing,
L08-1404,-1,0.0,-1,,racai’s linguistic web services,racai’s linguistic web services,
W04-0309,-1,0.0,-1,,the information processing difficulty of incremental parsing,the information processing difficulty of incremental parsing,
I08-1074,-1,0.0,-1,,benchmarking noun compound interpretation,benchmarking noun compound interpretation,
P07-1101,-1,0.0,-1,,on the role of context and prosody in the interpretation of okay,on the role of context and prosody in the interpretation of okay,
W13-2703,-1,0.0,-1,,comparison between historical population archives and decentralized databases,comparison between historical population archives and decentralized databases,
P98-2177,0.0,0.0,0.0,statistical models for unsupervised prepositional,statistical models for unsupervised prepositional phrase attachment,statistical models for unsupervised prepositional phrase attachment,statistical models for unsupervised prepositional
W13-1713,-1,0.0,-1,,discriminating non native english with 350 words,discriminating non native english with 350 words,
P12-4006,-1,0.0,-1,,graph based semi supervised learning algorithms for nlp,graph based semi supervised learning algorithms for nlp,
W06-2002,-1,0.0,-1,,a framework for incorporating alignment information in parsing,a framework for incorporating alignment information in parsing,
P06-1092,-1,0.0,-1,,phoneme to text transcription system with an infinite vocabulary,phoneme to text transcription system with an infinite vocabulary,
C04-1102,0.0,0.0,0.0,detecting transliterated orthographic variants via two similarity metrics kiyonori ohtake atr,detecting transliterated orthographic variants via two similarity metrics,detecting transliterated orthographic variants via two similarity metrics,detecting transliterated orthographic variants via two similarity metrics kiyonori ohtake atr
W93-0311,-1,0.0,-1,,corpus based adaptation mechanisms for chinese homophone disambiguation,corpus based adaptation mechanisms for chinese homophone disambiguation,
S13-2104,-1,0.0,-1,,uem uc3m an ontology based named entity recognition system for biomedical texts,uem uc3m an ontology based named entity recognition system for biomedical texts,
N07-1022,-1,0.0,-1,,generation by inverting a semantic parser that uses statistical machine translation,generation by inverting a semantic parser that uses statistical machine translation,
W11-2154,-1,0.0,-1,,the liga lig lia machine translation system for wmt 2011,the liga lig lia machine translation system for wmt 2011,
W12-2038,-1,0.0,-1,,sense specific lexical information for reading assistance,sense specific lexical information for reading assistance,
W06-2109,-1,0.0,-1,,german particle verbs and pleonastic prepositions,german particle verbs and pleonastic prepositions,
H01-1022,-1,0.0,-1,,an evaluation corpus for temporal summarization,an evaluation corpus for temporal summarization,
W06-3122,-1,0.0,-1,,language models and reranking for machine translation,language models and reranking for machine translation,
W08-0406,-1,0.0,-1,,syntactic reordering integrated with phrase based smt,syntactic reordering integrated with phrase based smt,
P88-1008,0.0,0.0,0.0,defining the semantics of verbal modifiers in the domain of cooking,defining the semantics of verbal modifiers in the domain of cooking tasks,defining the semantics of verbal modifiers in the domain of cooking tasks,defining the semantics of verbal modifiers in the domain of cooking
W11-0117,0.0,0.0,0.0,a representation framework for cross lingual interlingual lexical,a representation framework for cross lingual interlingual lexical semantic correspondences,a representation framework for cross lingual interlingual lexical semantic correspondences,a representation framework for cross lingual interlingual lexical
N09-1072,-1,0.0,-1,,extracting social meaning identifying interactional style in spoken conversation,extracting social meaning identifying interactional style in spoken conversation,
C10-1098,-1,0.0,-1,,text summarization of turkish texts using latent semantic analysis,text summarization of turkish texts using latent semantic analysis,
D11-1134,-1,0.0,-1,,discovering relations between noun categories,discovering relations between noun categories,
P10-1086,-1,0.0,-1,,bilingual sense similarity for statistical machine translation,bilingual sense similarity for statistical machine translation,
P10-2035,-1,0.0,-1,,tree based deterministic dependency parsing — an application to nivre’s method —,tree based deterministic dependency parsing — an application to nivre’s method —,
P08-1087,-1,0.0,-1,,enriching morphologically poor languages for statistical machine translation,enriching morphologically poor languages for statistical machine translation,
P13-1001,-1,0.0,-1,,a shift reduce parsing algorithm for phrase based string to dependency translation,a shift reduce parsing algorithm for phrase based string to dependency translation,
N09-3013,-1,0.0,-1,,towards building a competitive opinion summarization system challenges and keys,towards building a competitive opinion summarization system challenges and keys,
P08-2016,-1,0.0,-1,,combined one sense disambiguation of abbreviations,combined one sense disambiguation of abbreviations,
W03-1001,-1,0.0,-1,,a projection extension algorithm for statistical machine translation,a projection extension algorithm for statistical machine translation,
P11-1128,-1,0.0,-1,,adjoining tree to string translation,adjoining tree to string translation,
P85-1038,0.0,0.0,0.0,dictionaries of the,dictionaries of the mind,dictionaries of the mind,dictionaries of the
W06-0906,-1,0.0,-1,,extending timeml with typical durations of events,extending timeml with typical durations of events,
N03-3003,-1,0.0,-1,,language choice models for microplanning and readability,language choice models for microplanning and readability,
N13-1061,-1,0.0,-1,,using derivation trees for informative treebank inter annotator agreement evaluation,using derivation trees for informative treebank inter annotator agreement evaluation,
L08-1147,-1,0.0,-1,,translation adequacy and preference evaluation tool tap et,translation adequacy and preference evaluation tool tap et,
H94-1049,0.0,0.0,0.0,a report of recent progress in transformation based error driven,a report of recent progress in transformation based error driven learning,a report of recent progress in transformation based error driven learning,a report of recent progress in transformation based error driven
W11-0319,-1,0.0,-1,,automatically building training examples for entity extraction,automatically building training examples for entity extraction,
P95-1010,-1,0.0,-1,,features and agreement,features and agreement,
E99-1027,-1,0.0,-1,,an experiment on the upper bound of interjudge agreement the case of tagging,an experiment on the upper bound of interjudge agreement the case of tagging,
P06-2095,-1,0.0,-1,,using comparable corpora to solve problems difficult for human translators,using comparable corpora to solve problems difficult for human translators,
C04-1076,0.0,0.0,0.0,thai spelling recognition using a continuous speech,thai spelling recognition using a continuous speech corpus,thai spelling recognition using a continuous speech corpus,thai spelling recognition using a continuous speech
P13-1120,-1,0.0,-1,,spred large scale harvesting of semantic predicates,spred large scale harvesting of semantic predicates,
C96-1033,1.0,1.0,1.0,,,feaspar a feature structure parser learning to parse spoken language,feaspar a feature structure parser learning to parse spoken language
W13-1202,0.0,0.0,0.0,a grounded annotation framework for events,gaf a grounded annotation framework for events,gaf a grounded annotation framework for events,a grounded annotation framework for events
W04-3215,0.0,0.0,0.0,object extraction and question parsing using,object extraction and question parsing using ccg,object extraction and question parsing using ccg,object extraction and question parsing using
W10-2808,-1,0.0,-1,,sketch techniques for scaling distributional similarity to the web,sketch techniques for scaling distributional similarity to the web,
E12-1020,-1,0.0,-1,,compensating for annotation errors in training a relation extractor,compensating for annotation errors in training a relation extractor,
P12-1095,-1,0.0,-1,,modeling the translation of predicate argument structure for smt,modeling the translation of predicate argument structure for smt,
N12-1078,-1,0.0,-1,,expectations of word sense in parallel corpora,expectations of word sense in parallel corpora,
D13-1036,-1,0.0,-1,,unsupervised induction of contingent event pairs from film scenes,unsupervised induction of contingent event pairs from film scenes,
P93-1015,-1,0.0,-1,,parsing free word order languages in the paninian framework,parsing free word order languages in the paninian framework,
D08-1042,-1,0.0,-1,,a dependency based word subsequence kernel,a dependency based word subsequence kernel,
P97-1017,-1,0.0,-1,,machine transliteration,machine transliteration,
W10-1010,-1,0.0,-1,,towards using structural events to assess non native speech,towards using structural events to assess non native speech,
P00-1026,0.0,0.0,0.0,a morphologically sensitive clustering algorithm for identifying,a morphologically sensitive clustering algorithm for identifying arabic roots,a morphologically sensitive clustering algorithm for identifying arabic roots,a morphologically sensitive clustering algorithm for identifying
W05-0303,-1,0.0,-1,,a unified representation for morphological syntactic semantic and referential annotations,a unified representation for morphological syntactic semantic and referential annotations,
C90-2062,0.0,0.0,0.0,an explanation facility for a grammar writing,an explanation facility for a grammar writing system,an explanation facility for a grammar writing system,an explanation facility for a grammar writing
W02-1509,-1,0.0,-1,,coping with problems in grammars automatically extracted from treebanks,coping with problems in grammars automatically extracted from treebanks,
W04-2102,-1,0.0,-1,,design of a lexical database for sanskrit,design of a lexical database for sanskrit,
P11-2066,-1,0.0,-1,,dealing with spurious ambiguity in learning itg based word alignment,dealing with spurious ambiguity in learning itg based word alignment,
W08-1602,-1,0.0,-1,,context inducing nouns,context inducing nouns,
W09-3207,-1,0.0,-1,,measuring semantic relatedness with vector space models and random walks,measuring semantic relatedness with vector space models and random walks,
W10-1814,-1,0.0,-1,,cross lingual validity of propbank in the manual annotation of french,cross lingual validity of propbank in the manual annotation of french,
I05-3003,0.0,0.0,0.0,chinese deterministic dependency analyzer examining effects of global features and root node,chinese deterministic dependency analyzer examining effects of global features and root node finder,chinese deterministic dependency analyzer examining effects of global features and root node finder,chinese deterministic dependency analyzer examining effects of global features and root node
W05-0402,0.0,0.0,0.0,expression recognition using conditional random,feature engineering and post processing for temporal expression recognition using conditional random fields,feature engineering and post processing for temporal expression recognition using conditional random fields,expression recognition using conditional random
P03-1065,-1,0.0,-1,,an expert lexicon approach to identifying english phrasal verbs,an expert lexicon approach to identifying english phrasal verbs,
P10-1075,-1,0.0,-1,,detecting errors in automatically parsed dependency relations,detecting errors in automatically parsed dependency relations,
J10-3007,0.0,0.0,0.0,learning tractable word alignment models with,learning tractable word alignment models with complex constraints,learning tractable word alignment models with complex constraints,learning tractable word alignment models with
W11-1507,-1,0.0,-1,,enrichment and structuring of archival description metadata,enrichment and structuring of archival description metadata,
P13-1143,-1,0.0,-1,,grammatical error correction using integer linear programming,grammatical error correction using integer linear programming,
P12-3010,-1,0.0,-1,,domcat a bilingual concordancer for domain specific computer assisted translation,domcat a bilingual concordancer for domain specific computer assisted translation,
W07-1706,-1,0.0,-1,,towards the automatic extraction of definitions in slavic,towards the automatic extraction of definitions in slavic,
W00-0702,-1,0.0,-1,,corpus based grammar specialization,corpus based grammar specialization,
P10-2054,-1,0.0,-1,,an entity level approach to information extraction,an entity level approach to information extraction,
W09-2510,0.0,0.0,0.0,c2009 acl and afnlp presupposed content and entailments in natural language,presupposed content and entailments in natural language inference,presupposed content and entailments in natural language inference,c2009 acl and afnlp presupposed content and entailments in natural language
W07-1002,-1,0.0,-1,,determining the syntactic structure of medical terms in clinical notes,determining the syntactic structure of medical terms in clinical notes,
W03-0901,-1,0.0,-1,,a knowledge driven approach to text meaning processing,a knowledge driven approach to text meaning processing,
L08-1330,0.0,0.0,0.0,inﬂuence of text type and text length on,influence of text type and text length on anaphoric annotation,influence of text type and text length on anaphoric annotation,inﬂuence of text type and text length on
W06-0803,-1,0.0,-1,,extracting key phrases to disambiguate personal name queries in web search,extracting key phrases to disambiguate personal name queries in web search,
W04-2808,-1,0.0,-1,,making relative sense from word graphs to semantic frames,making relative sense from word graphs to semantic frames,
A00-2042,-1,0.0,-1,,understanding each other,understanding each other,
W09-2903,-1,0.0,-1,,verb noun construction mwe token classification,verb noun construction mwe token classification,
W96-0402,-1,0.0,-1,,learning micro planning rules for preventive expressions,learning micro planning rules for preventive expressions,
X93-1020,-1,0.0,-1,,the tipster shogun project,the tipster shogun project,
C02-1114,-1,0.0,-1,,a graph model for unsupervised lexical acquisition,a graph model for unsupervised lexical acquisition,
P10-2024,-1,0.0,-1,,complexity assumptions in ontology verbalisation,complexity assumptions in ontology verbalisation,
P08-1045,-1,0.0,-1,,name translation in statistical machine translation learning when to transliterate,name translation in statistical machine translation learning when to transliterate,
C04-1131,-1,0.0,-1,,word sense disambiguation criteria a systematic study,word sense disambiguation criteria a systematic study,
W11-2139,-1,0.0,-1,,the cmu ark german english translation system,the cmu ark german english translation system,
P05-2019,-1,0.0,-1,,a corpus based approach to topic in danish dialog,a corpus based approach to topic in danish dialog,
M98-1003,-1,0.0,-1,,analyzing the complexity of a domain with respect to an information extraction task,analyzing the complexity of a domain with respect to an information extraction task,
L08-1384,-1,0.0,-1,,bleu a tool for fine grained bleu computation,bleu a tool for fine grained bleu computation,
D09-1098,-1,0.0,-1,,web scale distributional similarity and entity set expansion,web scale distributional similarity and entity set expansion,
C96-1095,0.0,0.0,0.0,towards a more careful evaluation of broad coverage parsing systems wide it,towards a more careful evaluation of broad coverage parsing systems,towards a more careful evaluation of broad coverage parsing systems,towards a more careful evaluation of broad coverage parsing systems wide it
E09-1065,-1,0.0,-1,,text to text semantic similarity for automatic short answer grading,text to text semantic similarity for automatic short answer grading,
W13-3004,-1,0.0,-1,,segmenting temporal intervals for tense and aspect,segmenting temporal intervals for tense and aspect,
P98-2219,-1,0.0,-1,,learning optimal dialogue strategies a case study of a spoken dialogue agent for email,learning optimal dialogue strategies a case study of a spoken dialogue agent for email,
P07-2037,0.0,0.0,0.0,nlp tool nlp tool linguistic service external linguistic service language resourceaccess mechanism language resource maintains,a linguistic service ontology for language infrastructures,a linguistic service ontology for language infrastructures,nlp tool nlp tool linguistic service external linguistic service language resourceaccess mechanism language resource maintains
W00-1433,-1,0.0,-1,,rhetorical structure in dialog,rhetorical structure in dialog,
P05-3012,-1,0.0,-1,,multimodal generation in the comic dialogue system,multimodal generation in the comic dialogue system,
P13-3023,-1,0.0,-1,,robust multilingual statistical morphological generation models,robust multilingual statistical morphological generation models,
N09-1013,0.0,0.0,0.0,human language technologies the 2009 annual conference of the north american chapter of the,context dependent alignment models for statistical machine translation,context dependent alignment models for statistical machine translation,human language technologies the 2009 annual conference of the north american chapter of the
P11-1027,-1,0.0,-1,,faster and smaller n gram language models,faster and smaller n gram language models,
W01-1507,-1,0.0,-1,,international standards for multilingual resource sharing the isle computational lexicon working group,international standards for multilingual resource sharing the isle computational lexicon working group,
W04-1605,0.0,0.0,0.0,systematic verb stem generation for arabic ∗ jim yaghi,systematic verb stem generation for arabic,systematic verb stem generation for arabic,systematic verb stem generation for arabic ∗ jim yaghi
S13-2048,0.0,0.0,0.0,biu similarity and entailment metrics for student response analysis,ukp biu similarity and entailment metrics for student response analysis,ukp biu similarity and entailment metrics for student response analysis,biu similarity and entailment metrics for student response analysis
P13-1041,-1,0.0,-1,,the haves and the have nots leveraging unlabelled corpora for sentiment analysis,the haves and the have nots leveraging unlabelled corpora for sentiment analysis,
H89-1054,0.0,0.0,0.0,probabilistic models of short and long distance word dependencies in running,probabilistic models of short and long distance word dependencies in running text,probabilistic models of short and long distance word dependencies in running text,probabilistic models of short and long distance word dependencies in running
P12-2002,-1,0.0,-1,,joint evaluation of morphological segmentation and syntactic parsing,joint evaluation of morphological segmentation and syntactic parsing,
W07-2106,-1,0.0,-1,,uofl word sense disambiguation using lexical cohesion,uofl word sense disambiguation using lexical cohesion,
P06-4013,-1,0.0,-1,,archivus a multimodal system for multimedia meeting browsing and retrieval,archivus a multimodal system for multimedia meeting browsing and retrieval,
W12-0111,-1,0.0,-1,,tree based hybrid machine translation,tree based hybrid machine translation,
W00-0403,-1,0.0,-1,,centroid based summarization of multiple documents sentence extraction utility based evaluation and user studies,centroid based summarization of multiple documents sentence extraction utility based evaluation and user studies,
W10-4108,-1,0.0,-1,,automatic identification of chinese event descriptive clause,automatic identification of chinese event descriptive clause,
W13-4032,-1,0.0,-1,,verbal indicators of psychological distress in interactive dialogue with a virtual human,verbal indicators of psychological distress in interactive dialogue with a virtual human,
S13-2088,-1,0.0,-1,,kea expression level sentiment analysis from twitter data,kea expression level sentiment analysis from twitter data,
D09-1057,-1,0.0,-1,,investigation of question classifier in question answering,investigation of question classifier in question answering,
W12-3208,-1,0.0,-1,,text reuse with acl upward trends,text reuse with acl upward trends,
W09-1323,-1,0.0,-1,,clustering semantic spaces of suicide notes and newsgroups articles,clustering semantic spaces of suicide notes and newsgroups articles,
L08-1313,0.0,0.0,0.0,of foreign languages and literature abstract,on classifying coherent incoherent romanian short texts,on classifying coherent incoherent romanian short texts,of foreign languages and literature abstract
D11-1123,-1,0.0,-1,,structural opinion mining for graph based sentiment representation,structural opinion mining for graph based sentiment representation,
C08-1131,-1,0.0,-1,,measuring and predicting orthographic associations modelling the similarity of japanese kanji,measuring and predicting orthographic associations modelling the similarity of japanese kanji,
Q13-1022,-1,0.0,-1,,efficient parsing for head split dependency trees,efficient parsing for head split dependency trees,
W09-0439,-1,0.0,-1,,stabilizing minimum error rate training,stabilizing minimum error rate training,
A00-3007,-1,0.0,-1,,word sense disambiguation for cross language information retrieval,word sense disambiguation for cross language information retrieval,
C02-1062,-1,0.0,-1,,inferring knowledge from a large semantic network,inferring knowledge from a large semantic network,
P99-1078,1.0,1.0,1.0,,,using linguistic knowledge in automatic abstracting,using linguistic knowledge in automatic abstracting
W10-3804,0.0,0.0,0.0,on phrase extraction for phrase based machine translation,syntactic constraints on phrase extraction for phrase based machine translation,syntactic constraints on phrase extraction for phrase based machine translation,on phrase extraction for phrase based machine translation
W07-2078,-1,0.0,-1,,ubc zas a k nn based multiclassifier system to perform wsd in a reduced dimensional vector space,ubc zas a k nn based multiclassifier system to perform wsd in a reduced dimensional vector space,
N09-1050,0.0,0.0,0.0,human language technologies the 2009,improved pronunciation features for construct driven assessment of non native spontaneous speech,improved pronunciation features for construct driven assessment of non native spontaneous speech,human language technologies the 2009
P03-2021,-1,0.0,-1,,ineats interactive multi document summarization,ineats interactive multi document summarization,
W07-0604,-1,0.0,-1,,high accuracy annotation and parsing of childes transcripts,high accuracy annotation and parsing of childes transcripts,
W08-1138,-1,0.0,-1,,graph the costs of redundancy in referring expressions,graph the costs of redundancy in referring expressions,
P06-2029,-1,0.0,-1,,the benefit of stochastic pp attachment to a rule based parser,the benefit of stochastic pp attachment to a rule based parser,
H01-1048,-1,0.0,-1,,lingwear a mobile tourist information system,lingwear a mobile tourist information system,
P12-2006,-1,0.0,-1,,fast and scalable decoding with language model look ahead for phrase based statistical machine translation,fast and scalable decoding with language model look ahead for phrase based statistical machine translation,
P95-1053,0.0,0.0,0.0,conciseness through aggregation in text,conciseness through aggregation in text generation,conciseness through aggregation in text generation,conciseness through aggregation in text
C88-2134,0.0,0.0,0.0,optimization algorithms of deciphering as the elements of a linguistic heory,optimization algorithms of deciphering as the elements of a linguistic theory,optimization algorithms of deciphering as the elements of a linguistic theory,optimization algorithms of deciphering as the elements of a linguistic heory
E06-2010,-1,0.0,-1,,generating and visualizing a soccer knowledge base,generating and visualizing a soccer knowledge base,
N09-1067,-1,0.0,-1,,non parametric bayesian areal linguistics,non parametric bayesian areal linguistics,
A94-1015,0.0,0.0,0.0,a successful case of computer aided,a successful case of computer aided translation,a successful case of computer aided translation,a successful case of computer aided
C08-1118,-1,0.0,-1,,source language markers in europarl translations,source language markers in europarl translations,
W08-0608,-1,0.0,-1,,cascaded classifiers for confidence based chemical named entity recognition,cascaded classifiers for confidence based chemical named entity recognition,
C94-1032,0.0,0.0,0.0,a stochastic japanese morphological analyzer using a forward dp backward a,a stochastic japanese morphological analyzer using a forward dp backward a n best search algorithm,a stochastic japanese morphological analyzer using a forward dp backward a n best search algorithm,a stochastic japanese morphological analyzer using a forward dp backward a
P09-2074,-1,0.0,-1,,markov random topic fields,markov random topic fields,
W08-0203,-1,0.0,-1,,freshmen’s cl curriculum the benefits of redundancy,freshmen’s cl curriculum the benefits of redundancy,
W05-0831,-1,0.0,-1,,novel reordering approaches in phrase based statistical machine translation,novel reordering approaches in phrase based statistical machine translation,
E06-1033,-1,0.0,-1,,adaptive transformation based learning for improving dictionary tagging,adaptive transformation based learning for improving dictionary tagging,
I08-6001,-1,0.0,-1,,the effects of language relatedness on multilingual information retrieval a case study with indo european and semitic languages,the effects of language relatedness on multilingual information retrieval a case study with indo european and semitic languages,
C10-2120,-1,0.0,-1,,web based and combined language models a case study on noun compound identification,web based and combined language models a case study on noun compound identification,
W10-2905,-1,0.0,-1,,identifying patterns for unsupervised grammar induction,identifying patterns for unsupervised grammar induction,
D11-1131,-1,0.0,-1,,reducing grounded learning tasks to grammatical inference,reducing grounded learning tasks to grammatical inference,
P98-2245,-1,0.0,-1,,bridging the gap between dictionary and thesaurus,bridging the gap between dictionary and thesaurus,
P06-2079,-1,0.0,-1,,examining the role of linguistic knowledge sources in the automatic identification and classification of reviews,examining the role of linguistic knowledge sources in the automatic identification and classification of reviews,
C04-1024,-1,0.0,-1,,efficient parsing of highly ambiguous context free grammars with bit vectors,efficient parsing of highly ambiguous context free grammars with bit vectors,
H91-1016,0.0,0.0,0.0,evaluation of the cmu,evaluation of the cmu atis system,evaluation of the cmu atis system,evaluation of the cmu
I08-2099,1.0,1.0,1.0,,,dependency annotation scheme for indian languages,dependency annotation scheme for indian languages
P10-1125,-1,0.0,-1,,modeling semantic relevance for question answer pairs in web social communities,modeling semantic relevance for question answer pairs in web social communities,
C04-1124,-1,0.0,-1,,detecting multiword verbs in the english sublanguage of medline abstracts,detecting multiword verbs in the english sublanguage of medline abstracts,
W13-1105,-1,0.0,-1,,topical positioning a new method for predicting opinion changes in conversation,topical positioning a new method for predicting opinion changes in conversation,
N04-4024,-1,0.0,-1,,direct maximization of average precision by hill climbing with a comparison to a maximum entropy approach,direct maximization of average precision by hill climbing with a comparison to a maximum entropy approach,
E12-1002,-1,0.0,-1,,power law distributions for paraphrases extracted from bilingual corpora,power law distributions for paraphrases extracted from bilingual corpora,
